,Country,Calories2000,Population2000,Caloryrequirements2000,Cropland2000,Sufficiency2000,Percentageoftotalcal2000,Yield2000,Calories2050,Population2050,Caloryrequirements2050,Cropland2050,Sufficiency2050,Percentageoftotalcal2050,Yield2050,diffCalories,diffPopulation,diffCaloryrequirements,diffYield
0,Afghanistan,2.28360795634454e+16,19445027.75772285,1.6714459734844622e+16,15.554691276551392,136.6246945801008,0.13534478180095602,2473384673.240557,2.3935087005355184e+16,54590081.92242601,4.6924269668469336e+16,17.730281518296962,51.007905236377745,0.1693385712525392,2543064990.312865,5.014373109191816,180.7405708163354,180.74057081633546,2.8172050157088964
1,Albania,1.0068587383244016e+16,2927076.764282226,2516042009657895.0,50.13049146602558,400.1756466941121,0.059674462012752685,6714504501.839081,7632222715405610.0,2809608.926234873,2415069592768341.0,47.87597992230635,316.02496003673986,0.053997283979740525,5484159026.9623785,-24.197681115555238,-4.013145110533457,-4.013145110533455,-18.323697222032017
2,Algeria,2.037170641766593e+16,25647692.48662484,2.2046115269190544e+16,16.241037290848375,92.40497098432304,0.12073894524459862,508894731.4221539,3.723596662298893e+16,36509007.62185256,3.1382230226553908e+16,15.401929232740988,118.65302865403721,0.2634410890477819,4888347130.831376,82.86349768885172,42.34811822112983,42.348118221129816,860.5812025544916
3,Angola,1.3063030079936026e+16,14172930.737222195,1.2182696938447768e+16,6.381354054957018,107.22609407371849,0.07742191258863862,1874494007.6105163,2.549153990223764e+16,32020350.49472393,2.752389277650232e+16,12.33800807378219,92.616041303577,0.1803503344318826,2146001047.6837683,97.10955708683392,125.92610581683908,125.92610581683908,14.48428423728875
4,Argentina,4.744144438026365e+17,32036182.176091075,2.7537501294013484e+16,33.925728297770746,1722.7940862803405,2.8117575611565324,6539490389.200214,2.9573883940343e+17,37049650.69608151,3.1846953497084264e+16,41.76525477372884,928.6252119233516,2.0923254850611657,4475005633.056586,-37.660520257779005,15.649394464150722,15.649394464150724,-31.569505164394254
5,Armenia,7610412703700250.0,2921641.295547485,2511369816620229.0,56.86274033084696,303.0383121328682,0.04510536250041548,4633777030.607477,5807933982106984.0,2111652.3740867157,1815123589455588.0,56.277534110690745,319.9745745053626,0.041090606532536086,3683815430.8922524,-23.68437549670439,-27.723763444033146,-27.723763444033143,-20.500805141042523
6,Australia,3.0872952584392403e+17,12499708.155725876,1.0744436637958068e+16,30.625231356733128,2873.3896084718012,1.829776875438168,3868227275.339664,3.4445371632059795e+17,29315225.70426754,2.519863513474577e+16,34.556392745880004,1366.9538626940919,2.436978824071416,5838517639.11496,11.609707276040448,134.5272812696735,134.5272812696735,50.93522752233543
7,Austria,3.1303174165557e+16,7944847.985534667,6829192707165962.0,25.78146521186821,458.37298064103777,0.1855275230296763,10885929598.806862,1.7884480612586428e+16,10540299.102775216,9060177601268006.0,25.755879765037683,197.3965787390683,0.126531079408716,8387324921.098423,-42.861374656712755,32.66835466161384,32.66835466161384,-22.952607354564318
8,Azerbaijan,2.566119288203999e+16,6341322.702545166,5450842462040261.0,59.15708124492211,470.77480335828596,0.1520886517198639,5847983887.331536,1.6199534359364016e+16,7979325.467206582,6858828688474098.0,59.2398349080945,236.18514319487943,0.1146102373790144,3813113906.7625375,-36.86364896291804,25.83061675766768,25.83061675766768,-34.79609417148241
9,Bangladesh,7.937121323588998e+16,119931188.59765624,1.0308985143883037e+17,74.79319985456921,76.99226657920433,0.470416977959938,8024165907.228915,5.869800354233317e+16,159385715.34330592,1.3700397626622218e+17,75.8025604109108,42.844014562229134,0.41528305508190827,5788414358.909169,-26.046231184745,32.89763672568213,32.89763672568213,-27.8627283404693
10,Belarus,6.558604641370143e+16,9971178.170715332,8570975476092632.0,54.41177036934922,765.2109914051584,0.38871510831741546,5615332620.133234,5.017392409687139e+16,7957515.853154227,6840081689475045.0,54.35801184465768,733.5281415436148,0.3549759655687313,4464633512.814329,-23.499087320516075,-20.19482836516845,-20.19482836516845,-20.492091656212565
11,Belgium,2.265201360228241e+16,10655538.871582033,9159234825540124.0,56.94057073448121,247.31338407350648,0.1342538604244836,13025545267.657991,1.3837006437303504e+16,15722203.029283013,1.3514412668895944e+16,51.88020533134235,102.38703505887476,0.09789556645358816,9000290624.025736,-38.91489436546482,47.54958166605356,47.54958166605357,-30.90277267414542
12,Belize,1033942627966508.8,173231.60052490234,148905553021192.94,12.518210197710715,694.3613632859973,0.006127966886261843,5043793182.222222,1099741364326442.4,221618.00775237192,190497299013745.03,16.66095746537317,577.300239961456,0.007780570479676618,4753003290.385851,6.381501911734607,27.931628571724662,27.931628571724648,-5.765301655534071
13,Benin,1.332648417242971e+16,5745425.961975098,4938624521264745.0,37.96466284662606,269.84202008167443,0.07898335121316524,2860929848.3162518,2.1134586453472944e+16,14213043.799657656,1.221717712409073e+16,64.51239086850524,172.99075096323364,0.14952528366592704,2840635553.9741263,58.590864477195865,147.38015760230346,147.38015760230346,-0.7093600828440352
14,Bhutan,660052271281939.0,550330.0091209412,473049917590133.0,3.3107602757544217,139.5312094428545,0.003911995068403988,4902757233.203125,472919255253552.25,560203.6190683804,481537025860703.1,3.9371755785579134,98.21036179061261,0.0033458608687962463,4576733202.112832,-14.14278252384194,1.7941253036901803,1.7941253036901808,-6.649809802581051
15,Bolivia,2.406555537062289e+16,7954405.201395035,6837407850989137.0,8.16429296908976,351.96899022399884,0.1426316339241357,2821991246.764541,2.3886330665261924e+16,9757174.891887223,8387023607693962.0,12.897311647568552,284.80104245026143,0.16899362456531608,2791060431.065964,0.5776541302431144,22.663789998729538,22.66378999872955,-1.0960634882918088
16,Bosnia and Herzegovina,1.4441865595056788e+16,3727504.4698333736,3204069654657022.5,30.553747215004787,450.7350698217798,0.08559398921041374,8269721274.723928,1.0599031049583264e+16,3173369.53091701,2727749114537988.5,29.348211378740192,388.56326606776184,0.07498718405310835,6842067507.529325,-26.608989816307894,-14.866110648584547,-14.866110648584554,-17.263626182398315
