,Unnamed: 0,Country,Calories2000,Population2000,Caloryrequirements2000,Cropland2000,Sufficiency2000,Percentageoftotalcal2000,Yield2000,Calories2050,Population2050,Caloryrequirements2050,Cropland2050,Sufficiency2050,Percentageoftotalcal2050,Yield2050,diffCalories,diffPopulation,diffCaloryrequirements,diffYield,gdp2017,diffCropland,Scenario
61,61,Guinea Bissau,1850645362633075.2,1092581.456115723,939155705140672.2,21.69228482235766,197.05415752714558,0.010968397272422806,2841259473.142857,2828134980166812.5,1887994.4612507056,1622872839029575.5,31.985413315135986,174.26719531876225,0.022026253456347625,3090738685.9946337,52.844978341410204,72.80125437629026,72.80125437629026,8.780585342873149,,47.45064236926058,SSP1
62,62,Guyana,1518605260998788.5,280686.3550037145,241270973602318.0,1.3452125335202842,629.4189633859044,0.009000463372910703,5510003024.290029,1465093318429800.8,344801.7930035393,296383001221017.3,4.017133315586967,494.32434127261513,0.011410529198656844,5389647653.040843,-3.504349127594096,22.842377927126627,22.842377927126627,-2.1843068092452365,4725.31906329949,198.6244340940341,SSP1
63,63,Haiti,1189467506141654.0,6032077.842529298,5185023311492120.0,19.415602664499406,22.94044664187546,0.007049731090259891,2656689056.9343066,1078656817379971.6,8417553.29888753,7235518376891250.0,17.838852502499442,14.90780288562294,0.008400860856587249,2844789934.517193,-9.056348336442133,39.546496557776265,39.54649655777628,7.080274490231299,765.683924629642,-8.121046713028301,SSP1
64,64,Honduras,1.1325776644647256e+16,5904062.23532486,5074984295929366.0,25.343493523688444,223.16870327523253,0.06712556612168646,3800178248.8715954,8599000694319272.0,8855507.542337088,7611972895704402.0,25.631023530245013,112.96678025708513,0.06697126201282437,3516141721.6886115,-20.835635633310442,49.990077837481174,49.99007783748118,-7.4742948509671665,2480.12592858547,1.1345318524765182,SSP1
65,65,Hungary,7.853689351783024e+16,10394645.911621094,8934977759481702.0,70.47537024774265,878.9825294695081,0.4654721353095477,11729088690.34091,3.4442937755786576e+16,9571405.392022403,8227340789847659.0,63.54222506017509,418.6399790110595,0.2682505899154123,5847591707.966253,-56.14425754188146,-7.919851494684543,-7.919851494684543,-50.144534990328474,14224.8464577027,-9.837685368938695,SSP1
66,66,Iceland,,1053.1948093175888,905299928219.1664,,,,,1937069407388.9043,833.1155130186041,716125267102.9667,0.10542746043047264,270.49309616251634,1.5086402179845214e-05,6662760726.396359,,-20.896352161247712,-20.896352161247705,,70056.8733916213,,SSP1
67,67,India,1.105003469885005e+18,1013309517.8059947,8.710155287680882e+17,70.04875156800698,126.86380820877615,6.5491299899079936,4869216007.361669,8.454247343323976e+17,1489165959.0097182,1.2800498292157786e+18,68.1352618123539,66.0462362508455,6.584388513016584,4033130954.5963616,-23.48086851768479,46.960620900318936,46.960620900318936,-17.170835130362814,1939.61298448814,-2.7316543304777663,SSP1
68,68,Indonesia,4.6122183972490246e+17,170760448.9959736,1.46781412945714e+17,33.453872471493234,314.22359988827867,2.7335676899342616,7811412483.065916,3.088863224955343e+17,201629853.5865789,1.733159813966836e+17,41.566895259172114,178.22148887041115,2.4056873084906543,5717002163.87731,-32.60609252041357,18.077608001214163,18.077608001214173,-26.812184399799705,3846.8643233099797,24.251371181593882,SSP1
69,69,Iran,1.3696154099052126e+17,53328808.82415009,4.584011084501881e+16,32.280573460131784,298.78099870564364,0.8117430940360596,3713821016.420003,1.7926543974565075e+17,73247438.10565542,6.296166660966875e+16,32.26523624530281,284.72156059179304,1.3961660385702024,5225220417.668135,30.911795119565625,37.350598523935396,37.350598523935396,40.69661393389034,,-0.0475122130278046,SSP1
70,70,Iraq,4.353994095658437e+16,20844769.759251595,1.791764296580869e+16,46.46239252859471,243.0003825819578,0.2580523417788586,4188473802.257954,5.442270040129858e+16,48658806.39353305,4.1825893505721176e+16,44.70915665685536,130.1172451793632,0.4238581967354221,5121908766.01815,25.00120125725864,133.4341273879347,133.4341273879347,22.28580165063929,5165.714156588289,-3.773451551510932,SSP1
71,71,Ireland,9289764175370242.0,2941134.57611084,2528125753260475.0,8.203829665848373,367.4565698873726,0.05505853584914228,20775117550.19305,3683550581467793.5,4487589.603270584,3857419833231312.0,7.098536665451437,95.49260232796931,0.0286884534492412,11644588294.874037,-59.945919472929724,52.58021988251462,52.580219882514626,-43.94935062706381,69330.6901544912,-13.472890654935787,SSP1
72,72,Israel,4513930247641042.0,4701844.944440842,4041588368117737.0,58.02735246023486,111.68703580130516,0.026753143101220525,5430662135.714283,6518831749166619.0,11211751.15452652,9637340998652134.0,46.53983221754623,67.64139351381604,0.05077036327946439,8087798080.874894,44.41587245556872,138.45429372958316,138.45429372958318,48.928397288540275,40270.2513460448,-19.796733360462774,SSP1
