,Unnamed: 0,Country,Calories2000,Population2000,Caloryrequirements2000,Cropland2000,Sufficiency2000,Percentageoftotalcal2000,Yield2000,Calories2050,Population2050,Caloryrequirements2050,Cropland2050,Sufficiency2050,Percentageoftotalcal2050,Yield2050,diffCalories,diffPopulation,diffCaloryrequirements,diffYield,gdp2017,diffCropland,Scenario
243,57,Ghana,3.0439012453820656e+16,16648458.295532228,1.4310598539382114e+16,46.252753514461844,212.7025810279974,0.18040581297472807,2687095752.052118,3.231730895528613e+16,40470109.78909476,3.478709462196113e+16,52.18795394792139,92.9002818616654,0.2321711833628672,2694438817.730591,6.171478054573248,143.08623099326442,143.08623099326442,0.27327145572928196,1641.48662461369,12.832101837145307,SSP2
244,58,Greece,4.320385252668264e+16,6662394.648025513,5726827879576530.0,46.30942965502994,754.4115771448213,0.2560604142641337,8508596293.408042,3.371358092970727e+16,7222549.280711194,6208322797967325.0,49.08365571263447,543.0384666974063,0.24220215831335856,6642628284.470327,-21.96549779312756,8.407707172550802,8.407707172550804,-21.930385983682836,18613.4238733817,5.990628859544168,SSP2
245,59,Guatemala,1.4014995139931152e+16,11539085.662155153,9918709558047014.0,27.812560058591252,141.2985737500584,0.08306401516448618,4864066946.589019,1.419017690469967e+16,23178251.77717095,1.992344577136172e+16,32.13393848019559,71.22350755759759,0.10194382733571207,4487094764.193875,1.398407887958546,100.86731701099058,100.8673170109906,-7.750143789848503,4470.9895719118895,15.537506840437258,SSP2
246,60,Guinea,1.7820145047736422e+16,7768911.815673827,6677962373957831.0,23.74387205034159,266.8500367302152,0.10561636188236258,2952157325.6093125,2.342599573071878e+16,14666993.853520868,1.26073812416402e+16,36.42755062983152,185.8117501305219,0.1682949888488418,2794340715.5109725,31.45994487024148,88.79083971490209,88.79083971490209,-5.345806225478426,825.3449297663292,53.418745487669774,SSP2
247,61,Guinea Bissau,1850645362633075.2,1092581.456115723,939155705140672.2,21.69228482235766,197.05415752714558,0.010968397272422806,2841259473.142857,2850547403678220.5,2179362.5154476655,1873325534215927.2,31.708648971704026,152.16508565188087,0.02047865324614748,3048812549.916367,54.0299109291527,99.46911081537105,99.46911081537105,7.304967347594104,,46.17477702958596,SSP2
248,62,Guyana,1518605260998788.5,280686.3550037145,241270973602318.0,1.3452125335202842,629.4189633859044,0.009000463372910703,5510003024.290029,1549224706942129.2,485719.3033397276,417512170168246.4,2.6011251559837625,371.0609696282225,0.011129804588723707,5462604192.521336,2.0162873611541228,73.04699522472323,73.04699522472323,-0.8602324093061705,4725.31906329949,93.36165038374143,SSP2
249,63,Haiti,1189467506141654.0,6032077.842529298,5185023311492120.0,19.415602664499406,22.94044664187546,0.007049731090259891,2656689056.9343066,1064097967010662.8,8501720.627052529,7307866507998677.0,19.24103881152168,14.560993497157837,0.007644599510333813,2779798399.927704,-8.994862785317407,40.94182550349336,40.94182550349337,4.6339387242954055,765.683924629642,-0.8990905716097558,SSP2
250,64,Honduras,1.1325776644647256e+16,5904062.23532486,5074984295929366.0,25.343493523688444,223.16870327523253,0.06712556612168646,3800178248.8715954,1.1913248648652766e+16,10937776.630882103,9401839347490484.0,31.53402608415609,126.71189336831863,0.08558611858062434,3556014744.2609944,5.442655844427688,85.25849144068641,85.25849144068641,-6.425054000640669,2480.12592858547,24.426516236529835,SSP2
251,65,Hungary,7.853689351783024e+16,10394645.911621094,8934977759481702.0,70.47537024774265,878.9825294695081,0.4654721353095477,11729088690.34091,3.5869530295601976e+16,9191427.56336699,7900721347781181.0,68.19108094472298,454.00323232100175,0.25769074111097795,5674243334.572926,-54.327795907208426,-11.57536638077223,-11.575366380772232,-51.622470556934616,14224.8464577027,-3.2412590313320537,SSP2
252,66,Iceland,,1053.1948093175888,905299928219.1664,,,,,32528593938669.25,3068.2586518350995,2637398430651.156,0.5784415743404543,1233.359114824307,0.00023368907845390763,6565730315.51659,,191.32869101616242,191.32869101616245,,70056.8733916213,,SSP2
253,67,India,1.105003469885005e+18,1013309517.8059947,8.710155287680882e+17,70.04875156800698,126.86380820877615,6.5491299899079936,4869216007.361669,8.801016385488471e+17,1670480987.558992,1.4359036948810204e+18,71.00949997385752,61.292525514517365,6.32274918633228,3993691197.171349,-20.345661888949767,64.85397188175004,64.85397188175003,-17.98081680637359,1939.61298448814,1.3715425105296748,SSP2
254,68,Indonesia,4.6122183972490246e+17,170760448.9959736,1.46781412945714e+17,33.453872471493234,314.22359988827867,2.7335676899342616,7811412483.065916,3.712832439287213e+17,215268799.84958383,1.85039678630706e+17,43.391177220163144,200.6506100076578,2.667340595251988,5628878014.259857,-19.380860857233642,26.064789074582325,26.06478907458233,-27.94033055529327,3846.8643233099797,29.704497609769074,SSP2
255,69,Iran,1.3696154099052126e+17,53328808.82415009,4.584011084501881e+16,32.280573460131784,298.78099870564364,0.8117430940360596,3713821016.420003,1.488728300124996e+17,75830495.34353879,6.518199803492237e+16,30.04001623148457,228.39562225867704,1.069519159605874,5283141138.524112,9.671881891103164,42.19424175324684,42.19424175324684,42.25621307988828,,-6.940884217606662,SSP2
256,70,Iraq,4.353994095658437e+16,20844769.759251595,1.791764296580869e+16,46.46239252859471,243.0003825819578,0.2580523417788586,4188473802.257954,4.099308004266842e+16,51998192.80072039,4.469634657667922e+16,37.37305781469228,91.71461021392963,0.29449889891399217,5129930677.321303,-4.9262423672530105,149.45438784538206,149.45438784538206,22.47732514301084,5165.714156588289,-19.562778021619337,SSP2
257,71,Ireland,9289764175370242.0,2941134.57611084,2528125753260475.0,8.203829665848373,367.4565698873726,0.05505853584914228,20775117550.19305,4710275843739294.0,4536258.157333978,3899254105590356.0,8.68456260317807,120.7994071734432,0.033839151586524716,11203898888.147123,-49.28163968919626,54.23497429119428,54.234974291194284,-46.070587273076534,69330.6901544912,5.859860052079526,SSP2
258,72,Israel,4513930247641042.0,4701844.944440842,4041588368117737.0,58.02735246023486,111.68703580130516,0.026753143101220525,5430662135.714283,5001769516197412.0,11077984.759794613,9522358749900454.0,54.612896147012364,52.52658136041871,0.03593327492368207,8485610524.395095,11.220372030209349,135.6093169957148,135.6093169957148,56.25370005234182,40270.2513460448,-5.8842186804272405,SSP2
259,73,Italy,1.5064301267802112e+17,46388921.41654587,3.9874757126627416e+16,53.78802002100397,377.79042064039385,0.892830383783672,9534455574.272518,1.1107567040434995e+17,50361996.08590067,4.328991278553807e+16,53.739953647863366,256.58557215078787,0.7979801126474521,7460662913.471457,-26.26322220284781,8.564705856553283,8.564705856553283,-21.750509451183767,31952.9759206841,-0.0893625999280827,SSP2
260,74,Ivory Coast,3.753429942910246e+16,14866940.986755373,1.2779250798690248e+16,51.12682847617618,293.7128319991135,0.22245813044089627,2290155116.480892,4.82507636171765e+16,28477017.10866356,2.447813198117948e+16,55.51675852057423,197.11783421330964,0.3466389142320425,2808827189.3585205,28.552101940921983,91.54590802528307,91.54590802528313,22.647901408295564,,8.586353144208129,SSP2
261,75,Jamaica,624951839169561.2,1935099.841796875,1663363446512548.8,17.71566334573103,37.57157465975651,0.0037039619726981204,4270223505.940595,743790570569989.6,1863577.2638733853,1601884426593965.2,21.811709294046764,46.43222433665126,0.005343475138425174,4392709692.405853,19.015662320210414,-3.6960665480224426,-3.696066548022444,2.8683788165855804,5109.5526491955,23.121041918550386,SSP2
262,76,Japan,1.0038135899977664e+17,99948796.18960571,8.591348648468034e+16,26.000553753968678,116.8400481776236,0.5949398228781788,10909558809.146078,5.683067034829517e+16,82729586.50331405,7.111228431858618e+16,24.798207009432684,79.91681169134048,0.40827792946264135,7504410928.1149435,-43.07909570435435,-17.228031094668047,-17.228031094668047,-31.212516845102982,38428.0973168279,-4.624312066247716,SSP2
263,77,Jordan,1811025298149608.8,4341746.698570251,3732056918423524.0,29.833636296907137,48.526197154426406,0.010733577238294085,2320844721.161827,2459152096509598.5,11011896.726729348,9465551128878380.0,24.022473161101885,25.98002021252613,0.017666825325891502,4981838028.37705,37.834593748572324,153.62826279929212,153.62826279929212,114.65624058998293,4129.75167119517,-19.47856130567529,SSP2
264,78,Kazakhstan,1.989236971924381e+17,12844471.064631462,1.104078621538059e+16,37.81803310513133,1801.716773714208,1.1789801448514454,2504242331.3128858,2.4023616835484307e+17,17935429.931882113,1.541684718369757e+16,36.999553656421384,1558.2704134790865,1.7258836610027106,4061111132.5203853,20.842174541317,39.63541076649797,39.63541076649796,62.1692550173964,8837.45730230661,-2.1642570528050435,SSP2
265,79,Kenya,4.946789893593584e+16,29474692.233419657,2.53357085765417e+16,26.06567321213985,195.2497155802388,0.29318613858542003,3085156917.221693,4.885008061243728e+16,75054958.51694846,6.4515365967205976e+16,34.92182871450161,75.71852051070816,0.3509444749515842,2272109901.309493,-1.2438973913901143,154.64204315540897,154.642043155409,-26.353506085012413,1507.81486384924,33.976316016411516,SSP2
266,80,Kosovo,3208394429717828.0,1442650.0411987302,1240065909163398.8,48.84957798589433,258.7277342284449,0.01901549882128919,5714840521.111112,3682845899910833.5,2067310.1718108119,1777008140934278.8,50.311005623823526,207.24980460554013,0.026457979280032896,6345481621.475407,14.802398400320108,43.29949140631761,43.29949140631761,11.035147840690437,3893.96982393753,2.9916893823549424,SSP2
267,81,Kuwait,80170741482052.48,932506.5166015624,801559289007788.1,8.322296849872291,10.001847970758595,0.0004751556186587461,1639739431.818186,169386588695709.3,2537299.2038675467,2180998963164446.5,5.241139119539596,7.76646809817569,0.0012168923098669526,7839477602.621395,113.82075209902729,172.09452788753788,172.0945278875379,378.09288783942816,29040.363709111694,-37.02292511207378,SSP2
268,82,Kyrgyzstan,3.598707589749643e+16,5194355.530448914,4464938155085625.0,26.835392460661932,805.992706898004,0.21328805242024806,6850641946.857735,2.261942419026636e+16,6533823.9026556825,5616311681125257.0,27.462757569490428,402.74517289137407,0.16250048815966794,4414097843.121418,-37.109620937843104,25.786998297573323,25.786998297573327,-35.5666537915314,,2.3378272173516814,SSP2
269,83,Laos,3.0824496463084524e+16,5239445.559576035,4503696416872570.0,17.056080107907913,684.4266045021187,0.18269049800468792,7053754491.920624,1.903587108559588e+16,8068090.148837618,6935128589687095.0,23.68265301899972,274.4847602956236,0.13675583949148326,3521815522.47487,-38.244340476434814,53.98747934486548,53.98747934486546,-50.07175928069569,,38.851675585291424,SSP2
270,84,Latvia,1.2297599427097608e+16,1881705.2710723882,1617466808382047.8,30.755667445008445,760.2999556695012,0.0728853613647582,6307797784.333593,9144098540206456.0,1402216.4312042887,1205310188852426.5,32.75957661290325,758.651061343183,0.06569223266094815,4663300660.192014,-25.643223342780512,-25.48161219715547,-25.48161219715548,-26.07085991605417,15594.2860155406,6.515576914329121,SSP2
271,85,Lebanon,3083001627300682.5,1515476.6316528318,1302665825652983.0,61.593340270551536,236.66865028529296,0.018272321279128,5456281002.399997,3391749480690426.0,2902248.610373881,2494700349262129.0,64.78668054110304,135.9581915997896,0.024366709854827844,5787996124.712498,10.01452125927244,91.50731524039318,91.5073152403932,6.079509507787317,8523.74955005489,5.184554460798213,SSP2
272,86,Lesotho,1972723291467328.8,1566598.6708374026,1346609052485060.0,24.048384222236272,146.49562082081843,0.01169192823555858,3322182501.104973,1696199587047882.5,2297065.4872681564,1974500066218524.8,25.70973863010344,85.90526868385315,0.012185688662672469,2692950862.423233,-14.013205762714245,46.62756518491706,46.62756518491707,-18.940309223603887,1181.81175872882,6.908382669347912,SSP2
273,87,Liberia,4812415758447212.0,2120253.843322754,1822517197374156.0,50.1496539730551,264.0532427008556,0.02852220579074957,743911146.9872423,1.2031975356782512e+16,8940246.893811718,7684812723748206.0,65.97518704499996,156.56823125435918,0.08643906460906375,2102998828.0294235,150.01944887373526,321.65927075038417,321.65927075038417,182.6948939461837,456.05301542338304,31.556614688603336,SSP2
274,88,Libya,1856800070252260.0,2435406.972071648,2093414948018486.5,6.818969721218003,88.69718218119186,0.011004874968055849,114737615.95660225,7976337506015445.0,5530277.493978718,4753688276886758.0,6.5767198751739375,167.79260736968715,0.057302906013475985,3686604117.0965843,329.5743862682972,127.07816629409004,127.07816629409008,3113.0736605953066,7998.02881906883,-3.552587208156626,SSP2
275,89,Lithuania,2.784983372493656e+16,3325416.3181152344,2858444731643902.5,59.42527815576728,974.3002345516758,0.16506027920519942,7129952917.094017,1.7015585519180294e+16,2556476.0427146717,2197482894416464.0,59.01698108016693,774.3216369244475,0.12224188069204844,4582622407.6236105,-38.90238021800221,-23.12312810915596,-23.123128109155946,-35.727171540827385,16680.6780952339,-0.687076423151292,SSP2
276,90,Luxembourg,775229932570447.6,375400.7824707031,322685127592254.6,34.617525349079195,240.24346531087397,0.004594629554421065,9513959967.441864,579521898031186.0,670386.0644619421,576247101359873.9,35.8444449822133,100.56829729183607,0.00416335051401572,6798417527.03566,-25.24515970253474,78.57876055819358,78.5787605581936,-28.542714597277907,,3.5442153093324373,SSP2
277,91,Macedonia,8190884780559512.0,2004969.4958190918,1723421654368695.8,42.936743805322756,475.2687631489638,0.04854570200202698,7203208239.331618,7123861777564570.0,2330612.730227021,2003336437584891.2,41.173020527859286,355.59987049168296,0.05117862447331426,6664624110.422512,-12.980754253934176,16.241804929550483,16.241804929550494,-7.477003454770068,,-4.107724808989418,SSP2
278,92,Madagascar,2.6321636321942776e+16,14486115.762428286,1.2451902956489292e+16,13.665178092363336,211.3864556599784,0.15600296516483025,3582423591.952288,2.099821763049406e+16,37479768.54771193,3.2216672049399484e+16,18.138609615476113,65.17810901851193,0.15085355784196247,2859329047.3664765,-19.92423756709654,158.72890402353968,158.72890402353968,-20.18450710882437,449.722381894452,32.73599138537913,SSP2
279,93,Malawi,1.7272196931533846e+16,10616886.329425337,9126010066615782.0,62.30465247049585,189.26339994646682,0.10236878525610156,2670762907.577019,1.5062455135989436e+16,37579250.45525817,3.230218421007854e+16,60.332369177586926,46.62983480630957,0.10821037228413012,2529692377.5670485,-12.662264531239998,253.95735895848324,253.95735895848327,-5.282031198267362,338.483642385459,-3.1655473784127013,SSP2
280,94,Malaysia,5.951110866802456e+16,20694261.494833827,1.7788269824421786e+16,29.66562264967381,334.5525408340774,0.3527101924403849,6342264888.338835,4.992581560831706e+16,35689603.66195574,3.0677891067725604e+16,36.17455857092415,162.7420069329376,0.3586726761865265,5019819612.031458,-15.010155136963439,72.4613544236183,72.46135442361832,-20.85130942321381,9944.90430018576,21.941005581158453,SSP2
281,95,Mali,7.944750004299742e+16,10809041.012992144,9291181428742722.0,43.45508361390852,855.0850142396608,0.4708691142924272,2465612546.935325,7.818240360838059e+16,34677180.55250218,2.980763747341706e+16,37.04318149942383,262.28983654979345,0.5616711833595277,2572086976.817863,-1.585631924586561,220.81643978241215,220.81643978241212,4.318376381353288,824.5162257353439,-14.755240540907517,SSP2
282,96,Mauritania,6361087837822066.0,1828936.4610691068,1572108058523477.8,13.287099987920804,404.6215400610817,0.03770086905831608,1513063773.0919418,8304592812927398.0,4710498.084686446,4049026391144352.0,9.854963757779082,205.1009801045116,0.0596611290683824,2527748223.039617,30.77400657475597,157.5539492461602,157.55394924616016,67.0615785000371,1136.76397506006,-25.830589317923785,SSP2
283,97,Mexico,2.3409591545921504e+17,92712503.39087848,7.969335010221435e+16,17.468421671348246,293.7458585427324,1.387438702439966,6467004048.624482,1.7984877020357168e+17,129649376.46895345,1.1144336277830064e+17,24.28809734243419,161.3813202688015,1.292053798857211,5582658719.634733,-22.8903322939028,39.840228369573936,39.840228369573936,-13.674729787402056,8902.83082294794,39.04002204315687,SSP2
284,98,Moldova,1.7482363038824906e+16,4022321.4749755855,3457486981852139.5,87.3376428929697,505.63785577754476,0.10361439687057487,6186802504.316546,9620448686719664.0,2108636.086153306,1812530863755228.5,86.34085447562876,530.774337645643,0.069114385704819,3433543233.157328,-44.97054737191695,-47.57663952839311,-47.576639528393116,-44.50213610727453,2289.87771873439,-1.1413044642875159,SSP2
285,99,Mongolia,1.903499089764065e+16,2092688.708941221,1798822896988150.2,10.112784320179685,1058.1914945329968,0.11281650523535225,1780838168.1425805,3.4634501913685268e+16,3136450.7225994174,2696014629878394.0,12.349035086329296,1284.6555626906031,0.24881815826959544,2871831721.130307,82.43603711878445,49.87660177066082,49.87660177066081,61.26292509361677,3735.1643023542897,22.113106493206388,SSP2
286,100,Montenegro,2290870080745124.5,571119.8375244141,490920334340048.2,22.776373816956553,466.6480323787722,0.013577519308923246,7363520845.714284,1715494466623141.5,605806.3770364518,520736016541108.06,19.785147315346844,329.4364922207597,0.012324305248293194,6458284412.223297,-24.271302173547074,6.073425791404942,6.073425791404945,-12.293527138146874,7669.571906494921,-13.133023393665946,SSP2
287,101,Morocco,2.20532475728171e+16,23068095.880829006,1.9828758516763588e+16,33.865775010130804,111.21849889983223,0.130705096400315,1542343410.419346,3.464207780818362e+16,31155983.442442324,2.678090446753736e+16,30.418945029267146,129.35365140552003,0.2488725843479904,3837024733.817548,57.08421026353218,35.06092398521221,35.0609239852122,148.77888464374502,3007.2428772432104,-10.177915549939588,SSP2
288,102,Mozambique,2.5950566985717384e+16,17274762.667983532,1.4848954120331944e+16,15.376412262262347,174.76360136492406,0.15380371295934905,2229240457.241682,2.6366792753268624e+16,40268627.6191396,3.461390558572192e+16,19.784550315918686,76.17398934648047,0.18942200551041047,2010046451.222261,1.7153252951697668,133.1066909172195,133.10669091721954,-9.832676654838645,415.71771665435097,28.668183308762075,SSP2
289,103,Myanmar,1.2392818438289106e+17,45790861.29683685,3.9360679599228536e+16,32.69189523277284,314.8527557062812,0.7344970500602163,5223981610.627199,6.711624455168141e+16,44683181.88783696,3.840854607123746e+16,35.23878780388488,174.7429971111089,0.4821706517085064,3097495605.192885,-45.75002784357116,-2.4189966679582997,-2.4189966679582984,-40.70623068634817,1298.88198869632,7.790593212714202,SSP2
290,104,Namibia,4450599504278593.5,1779216.919817969,1529370383852531.0,4.375841010606103,291.0086105543246,0.02637779471368891,2194007542.0612926,1.2648434047816934e+16,2592053.528684721,2228064411919168.8,8.863709988204581,567.6870910981456,0.09086777319955347,3458221560.695536,184.3691013731897,45.6850763846104,45.6850763846104,57.6212248316385,5227.18000967398,102.56014710591276,SSP2
291,105,Nepal,2.4816227454586064e+16,22940405.316625595,1.9718998900038444e+16,27.52648924784221,125.84932724215368,0.14708071412311607,5636078094.6992855,1.4318737899988354e+16,47147933.35616607,4.052718481462645e+16,27.934778611157398,35.33119303865551,0.10286742398949844,3490697491.099497,-42.293862243247204,105.5235411294,105.52354112940004,-38.06513266055544,835.079846579319,1.4832598506807155,SSP2
292,106,Netherlands,1.4511399596950084e+16,8866651.625,7621552070559374.0,41.57087237782663,190.39953361999446,0.08600610304492061,16553900472.58486,7062360308283847.0,9274958.260112636,7972522246436318.0,37.37539497314318,88.58376420888244,0.05073679099883727,9281138373.26292,-51.332328345722324,4.604969862144953,4.604969862144955,-43.9338276279144,48223.1554941825,-10.092348716071848,SSP2
293,107,New Caledonia,,69622.68518066406,59845919614169.31,23.984688568455468,,,,562514563644364.1,146128.1521617895,125608106394470.22,21.251672365095875,447.83300997930525,0.0040411679103868215,2404367568.5720267,,109.88583215743724,109.88583215743724,,,-11.394837150206074,SSP2
294,108,New Zealand,4330969434697371.0,2157482.8432654403,1854518314999890.8,3.598314355707435,233.53608317950886,0.02566877171263833,5474409286.767417,2443741195531854.5,2609190.7890480943,2242795172496016.0,2.919699919018285,108.95962437854746,0.017556111679478643,5333379006.311897,-41.48380950173643,20.93680360855037,20.936803608550388,-2.5761734840764103,42940.5782879727,-18.85923156248901,SSP2
295,109,Nicaragua,1.7638433460922494e+16,4717731.040576935,4055243659203919.0,34.711575591123854,434.9537276481452,0.10453939440203357,4116926429.657228,2.6538882970700384e+16,6546618.390088101,5627309502659979.0,43.09159283044651,471.60873163553015,0.19065832099328645,5434319042.8298435,50.462267610556154,38.76624872806463,38.76624872806463,31.999420822351237,2221.80644458727,24.141852095776144,SSP2
296,110,Niger,1.0648569368553752e+16,10542861.613089085,9062380271071050.0,23.872817387168485,117.50300748850871,0.06311189684179776,715219888.2204758,2.0237720500839844e+16,47557340.06124312,4.087910058314306e+16,19.234122307363773,49.506276342060936,0.14539006090352066,1615904378.1237836,90.05278701195722,351.0856900767826,351.08569007678267,125.93113037506313,378.060307656456,-19.43086567695184,SSP2
297,111,Nigeria,1.8720085415325382e+17,119144992.85244752,1.0241405723114258e+17,62.50275912086556,182.78824139419885,1.1095012472667205,3171691813.7587056,2.0658941427900006e+17,360862805.1663436,3.101886457508598e+17,72.34212708479032,66.60121739108739,1.4841615943258046,3146091308.050256,10.357108203132439,202.87702112101863,202.8770211210186,-0.8071561555065219,1968.55768113599,15.742293784019592,SSP2
298,112,North Korea,2.320655785453859e+16,20164580.490516666,1.733296927513586e+16,31.875509312604642,133.88679969466278,0.13754053100259506,6205549368.585802,2.0460417620457388e+16,21508726.98072464,1.8488363994456384e+16,36.29186340900645,110.66645824688604,0.14698994206518065,4675261512.354421,-11.833466433472678,6.6658787711458976,6.665878771145907,-24.65999004017469,,13.855007156404685,SSP2
299,113,Norway,4084461938335197.0,2668947.5977783203,2294160631360299.5,5.555164490558628,178.0373127540488,0.02420777210389443,997161491.0309057,9908404569864140.0,4174850.4513027407,3588597076678553.0,5.7383711437951375,276.1080265671653,0.07118309316553152,7833174139.057313,142.67100821929068,56.423095559386795,56.423095559386816,685.5471966691235,75504.5662551423,3.297951906696562,SSP2
300,114,Oman,1037118974427772.4,667347.6053727865,573635317888313.0,2.6987075379034704,180.79761515480808,0.0061467924433163965,1143266672.8971956,2500040688563010.5,2270366.4802599717,1951550267269464.8,3.4443090411999617,128.10536989451842,0.017960573571335358,7896162001.978092,141.13791117269423,240.20748137572534,240.20748137572534,590.6666825131994,15668.3666272179,27.628095776384964,SSP2
301,115,Pakistan,1.826853989302849e+17,129189192.71616554,1.11047800328998e+17,42.559549504928185,164.51059668813642,1.082739065948041,5358948415.8744545,1.801325115219504e+17,272078641.02485263,2.338719978589377e+17,39.529085307380534,77.02183808708864,1.2940922284104908,5179645504.813931,-1.3010924522161784,110.6048000645237,110.6048000645237,-3.3458599924079517,1547.85341366929,-7.120526962337179,SSP2
302,116,Panama,9051119650481718.0,2082839.753738404,1790356981319688.0,35.38718348942073,505.5483205260023,0.05364413846717077,3520038590.972223,9604981050716444.0,3693957.587282498,3175233593088353.0,40.806911840645796,302.4968327251248,0.06900326446760019,3966829861.989865,6.180172107479317,77.35198210291338,77.35198210291334,12.692794680249252,15087.681632718799,15.315512049285688,SSP2
303,117,Papua New Guinea,2.123016589506739e+16,4541411.434844972,3903683734106865.5,13.935501994324314,543.8495365179654,0.12582685932070167,3692587454.2193656,1.5205447560067238e+16,7577831.138550311,6513714200919384.0,17.551015875826636,233.43743816578652,0.10923764594593166,2844855676.77814,-26.71431454832613,66.86070503121007,66.86070503121007,-22.957662829963798,2555.8531616211803,25.94462605634772,SSP2
304,118,Paraguay,3.5441187447311496e+16,5704727.678309202,4903641294082632.0,20.94727890258136,722.7524470454114,0.2100526830140121,3903623926.0101523,5.3287965439839176e+16,9866892.124907844,8481333798267661.0,34.224607183824865,628.296995582504,0.38282673883164897,4063387308.287858,50.366669876562824,72.95991467610679,72.95991467610679,4.092694001929584,4365.52616174354,63.384501361689175,SSP2
305,119,Peru,2.4757120138414744e+16,15456971.437288642,1.3286426223207384e+16,5.496586768232431,186.3339300012182,0.1467303971263732,4795907029.058391,2.179576983244386e+16,19066504.67498835,1.6389090756003112e+16,6.243791946951518,132.98949988705354,0.15658326258862135,4084622766.8975506,-11.721268547591182,23.35213759269824,23.35213759269824,-14.831068614365751,6571.92864469964,13.593984962405493,SSP2
306,120,Philippines,1.0345750755899133e+17,50368466.69346619,4.32954747580362e+16,65.17290885903627,238.9568612821096,0.6131715274217506,6997625192.293233,8.336367624878805e+16,104185382.68819742,8.95551503242073e+16,64.65932812618979,93.08641205669926,0.5988940289223629,5853535559.3370075,-19.375799958943254,106.84644486450563,106.8464448645056,-16.349684378869814,2988.95270336383,-0.7880279426491634,SSP2
307,121,Poland,1.5558857046520822e+17,37130409.63464356,3.191637186169873e+16,60.40969374043721,487.4882744799775,0.9221416951990656,8426507520.300752,1.1013948638378728e+17,33988516.96638406,2.921567947137958e+16,59.74839630675953,376.9875915146273,0.7912544613192374,6098063809.992521,-29.21106861868355,-8.461777554234235,-8.461777554234226,-27.632369694071368,13811.664243680802,-1.0946876117582656,SSP2
308,122,Portugal,1.831749367991876e+16,7393933.918613434,6355640748092142.0,52.597282913697796,288.2084498784386,0.10856404569624603,3722322056.6322474,2.609353913559037e+16,8163889.4347274825,7017475260855874.0,53.3561483372614,371.83656750658685,0.18745892077887166,5674719140.713722,42.45235464144914,10.413340511142067,10.41334051114207,52.45105217596074,21136.2972102005,1.442784458673959,SSP2
309,123,Puerto Rico,368807762416524.06,2525429.521972656,2170796081349646.0,18.860240747164106,16.989516684000357,0.0021858483191951267,2960030561.7283945,9464903290875.47,276961.2438809483,238068961208966.1,1.873048907388137,3.975698151834085,6.799693008158756e-05,3747772198.3656697,-22.475165872128034,-89.03310341978546,-89.03310341978546,26.61261835679508,,-90.06879640351475,SSP2
310,124,Qatar,,222671.68753433228,191403015812323.7,7.727857011691254,,,,107555090874906.95,1482625.52374055,1274427834569283.2,3.8501560874089487,8.439480679677498,0.0007726878732284838,8324790880.920086,,565.8347723313293,565.8347723313293,,,-50.17821782178219,SSP2
311,125,Republic of Serbia,5.049452883688074e+16,7914610.037261963,6803200922779452.0,62.51701034211807,742.2172211290676,0.29927076443144945,10031696185.224493,3.534208842030213e+16,7315957.351983815,6288614040831488.0,62.3026458133549,562.0012325582181,0.2539015393394776,7300048117.124998,-30.00808357976302,-7.563893640491347,-7.563893640491352,-27.230171425275888,,-0.3428899232226262,SSP2
312,126,Republic of the Congo,4358054720377776.0,2154384.1823272705,1851854783523963.5,18.097120784841206,235.33458234153062,0.02582930067165891,1028589679.0128256,1.2986632863863612e+16,7181068.219705496,6172666714953352.0,13.280048576464381,210.3893416503981,0.09329743154276876,3746328163.651053,199.0639821325119,233.3234749221077,233.3234749221078,264.219886713868,,-26.617892788845047,SSP2
313,127,Romania,1.0591504917877075e+17,21778050.56193638,1.8719867811776464e+16,58.27155635541322,565.7895143476427,0.6277368749180979,7214606838.020833,7.088486803720716e+16,17285611.24713463,1.485827928775575e+16,56.03830365489435,477.07319713408,0.5092448668139226,5358938423.015954,-33.07044890165289,-20.628289488195158,-20.628289488195165,-25.720991547668877,10813.7166001986,-3.832491939802829,SSP2
314,128,Russia,8.952851703671722e+17,129711293.73415405,1.1149658531153546e+17,24.645716592078728,802.97093212822,5.306172440690814,2252455890.595518,7.680281659012195e+17,126513369.4035994,1.0874772950509894e+17,17.971703126853487,706.2475413477098,5.5176007501123285,4519551114.319574,-14.188248152023338,-2.465417033854324,-2.4654170338543238,100.64992762742484,10743.0965915463,-27.07981096954716,SSP2
315,129,Rwanda,3038773130109210.5,7270383.6481933575,6249440024395807.0,72.67452799397925,48.62472666745845,0.018010188005107255,1723581671.2177124,3668148964286359.0,20859608.456419546,1.7930397938926832e+16,74.3403171447653,20.457710848250727,0.02635239484104191,2137880982.361579,20.718225354244645,186.912073224678,186.91207322467795,24.03711515748268,748.3932599965581,2.2921224213854443,SSP2
316,130,Saudi Arabia,2.0326795137155544e+16,6884714.559170723,5917928517199174.0,6.826976730157273,343.47821333225176,0.12047276525323047,1941393535.7556946,2.900085407452774e+16,18397987.92777227,1.5814450473014848e+16,6.10927447555946,183.38199056624603,0.20834539838489846,7668190906.933652,42.771204351525185,167.22949469655782,167.22949469655782,294.98384875113857,20760.9060117662,-10.512739137185816,SSP2
