,Country,Calories2000,Population2000,Caloryrequirements2000,Cropland2000,Sufficiency2000,Percentageoftotalcal2000,Yield2000,Calories2050,Population2050,Caloryrequirements2050,Cropland2050,Sufficiency2050,Percentageoftotalcal2050,Yield2050,diffCalories,diffPopulation,diffCaloryrequirements,diffYield
12,Belize,1033942627966508.8,173231.60052490234,148905553021192.94,12.518210197710715,694.3613632859973,0.006127966886261843,5043793182.222222,1263652905897202.5,303065.89246875787,260507864518832.53,17.61994626595414,485.0728434748852,0.009078224642033221,4702532011.809564,22.216926908456546,74.94838790985575,74.94838790985574,-6.765962799892299
13,Benin,1.332648417242971e+16,5745425.961975098,4938624521264745.0,37.96466284662606,269.84202008167443,0.07898335121316524,2860929848.3162518,1.6958444803623126e+16,15967055.320199335,1.3724881576860344e+16,52.46916298368362,123.55986249247101,0.12183137536292395,2833115008.9716306,27.254091861525456,177.90899101083122,177.9089910108312,-0.9722307368351272
14,Bhutan,660052271281939.0,550330.0091209412,473049917590133.0,3.3107602757544217,139.5312094428545,0.003911995068403988,4902757233.203125,1407018775598967.2,1004579.08976198,863511071082153.9,8.427640640584452,162.94160233935256,0.010108181179211443,4523520023.566382,113.34627124332494,82.5412158364078,82.5412158364078,-7.73518229840997
15,Bolivia,2.406555537062289e+16,7954405.201395035,6837407850989137.0,8.16429296908976,351.96899022399884,0.1426316339241357,2821991246.764541,2.7870984008891856e+16,12832690.853446333,1.1030660240351132e+16,11.669890776041731,252.6683208584136,0.2002282847184137,2799240581.283541,16.28154742443715,61.32810095210827,61.32810095210827,-0.8061919223556756
16,Bosnia and Herzegovina,1.4441865595056788e+16,3727504.4698333736,3204069654657022.5,30.553747215004787,450.7350698217798,0.08559398921041374,8269721274.723928,1.2254075408787612e+16,3182563.5116395657,2735652030517579.5,33.65150800888544,447.9398429364266,0.0880346563698234,6887737489.848709,-15.061671172949689,-14.619458208675685,-14.619458208675695,-16.711370782219678
17,Botswana,2520531345873373.0,1635963.0485083237,1406232937421542.2,7.556443315231628,179.2399593836139,0.014938674744143869,1064568889.4917632,5086494279118317.0,2318798.022868296,1993180810507015.2,10.279758004665668,255.19482489019347,0.03654194715238468,1517978058.1715982,102.27499142517745,41.73902185520529,41.739021855205294,42.590871587117064
18,Brazil,9.980831303120384e+17,157959524.76304185,1.357780584981917e+17,30.204770775291422,735.0842554029676,5.915434964044107,3978216189.8066382,9.06040200543339e+17,197389810.40668407,1.6967134628032547e+17,34.054665882147106,533.9971777240506,6.509094733893943,3764476483.393016,-9.196690646943797,24.962271634326815,24.96227163432681,-5.372752415046864
19,Brunei,506506986429364.5,234504.3640475273,201574088726153.28,17.188885034878787,251.2758408733154,0.003001963509913397,3884119696.2962976,318636080153182.94,429264.58887563273,368985108982772.0,15.534413557306378,86.3547260840979,0.0022891174476694573,3683354610.663044,-37.091473821631325,83.05185518365582,83.05185518365582,-5.1688696881482326
20,Bulgaria,4.714159714840084e+16,7802636.94229126,6706951649670010.0,61.39493142614882,702.8766511343537,0.2793986227834041,6706112113.227511,3.863053187296624e+16,6250241.1414436735,5372551029156446.0,59.984467998244234,719.0351783225722,0.27752608706661797,5856891497.219984,-18.04630096131418,-19.895784109003056,-19.89578410900305,-12.663382324498839
21,Burkina Faso,5.956497762386951e+16,11683553.548919678,1.0042890541812632e+16,69.96777044021265,593.1059128432828,0.35302946274483554,2936186161.588181,5.924364745710581e+16,38590523.96794659,3.317144963974769e+16,73.77186218116935,178.59830697937636,0.4256130284820305,2854073254.591536,-0.5394615755466101,230.2978311039184,230.29783110391847,-2.7965838157969576
22,Burundi,3583290835196196.0,6670096.04296875,5733447806134863.0,60.899757197363826,62.49801090649204,0.02123743328497246,2283342891.6666665,3537659284872429.0,16718088.75402128,1.4370451140737842e+16,60.40929587235522,24.61759377089946,0.025414942303515032,2261839838.252307,-1.273453716777894,150.64239924467915,150.64239924467915,-0.9417356233633388
23,Cambodia,3.550593840578428e+16,12144963.580963135,1.0439507070106386e+16,39.82276177635382,340.11125398301436,0.2104364487265791,4641681101.7005205,3.801967403711941e+16,17315895.964702852,1.4884311273859454e+16,52.36511010759332,255.4345534542226,0.2731376156499148,4045207100.6094227,7.07976114475995,42.576763192974894,42.576763192974894,-12.85038734937162
24,Cameroon,1.7201833569552964e+16,15287701.272506716,1.3140925821314958e+16,16.419077904277838,130.90275223722136,0.10195175597366164,1791243558.7994266,2.8053549394613428e+16,31600220.795683805,2.7162759790449908e+16,24.49286455893648,103.27945176055604,0.20153985498878246,2958803796.9462056,63.09256308780946,106.70354706965269,106.70354706965269,65.18154565922525
25,Canada,4.344452705058079e+17,24859696.307693984,2.1368773453686056e+16,30.201808481142386,2033.0847320151975,2.5748684303582987,6320439942.462945,4.550362598648786e+17,38531659.36791993,3.312085110117977e+16,13.52471592942135,1373.8664458676008,3.269031684290703,7795542512.246016,4.790959079065706,54.99650072553188,54.99650072553188,23.33860590736432
26,Central African Republic,2681258762667454.0,3609335.7326407433,3102494762384667.0,2.4748978001845,86.42266846589489,0.015891273332486855,2040752551.4066875,6368904881896255.0,5646408.550036647,4853511629397751.0,5.879628617874113,131.22261505092018,0.04575492919912594,2512494735.411076,137.78751589508008,56.43899510299905,56.43899510299905,23.116089389633142
27,Chad,4.772499696783466e+16,7953446.101333617,6836583432553845.0,37.80874055147473,698.0825647586182,0.2828563144175837,1670132126.237624,6.815485292532146e+16,23280736.150514483,2.001153877657849e+16,36.42302423696569,340.5777720856225,0.4896321311123833,2232479719.8391404,42.89079281813775,192.7125657720974,192.71256577209743,33.67084464558743
28,Chile,5.219554556425309e+16,12054117.97334069,1.0361418456934324e+16,10.450987606170123,503.7490357251376,0.3093523433279653,8778771639.315767,2.7461992234929e+16,13991616.867603606,1.202684406897037e+16,11.044570344342695,228.3391393240209,0.19729004180103416,5430426138.774975,-47.34285792395207,16.07333608770012,16.073336087700127,-38.14138968537708
29,China,2.8816992493346755e+18,1219139453.3035498,1.0479417955733988e+18,34.938217635413096,274.98657477993856,17.07924317891699,8649827296.411665,2.4276088164484424e+18,1206816090.9100466,1.0373489413440036e+18,36.76703500126807,234.02046502338925,17.440214853185452,8216159088.763378,-15.619630688028064,-1.0108246731011659,-1.010824673101169,-5.013605391037018
30,Colombia,8.413569093311482e+16,38821278.20171642,3.33698002102404e+16,18.367384734338554,252.13123963294086,0.4986550646479284,5447419654.160178,7.374894680348424e+16,60359154.50597762,5.188322023447571e+16,18.117548960145786,142.14411994897543,0.5298207308913132,4547087544.361077,-12.254312373160918,55.4795650785886,55.4795650785886,-16.527680387383413
31,Costa Rica,9035110040881516.0,3727637.439025879,3204183951650670.0,33.34235945363608,281.9785061412277,0.0535492527792821,5213521797.769518,8051727381892770.0,6303473.339685338,5418308095960024.0,32.035024092863296,148.60224334412183,0.057844515363444926,5511848841.814296,-10.884014190631865,69.1010309557516,69.10103095575158,5.722178895893542
32,Croatia,2.945311724460541e+16,3907779.8298797607,3359029847268895.5,45.61532088091153,876.8340438699188,0.17456261333097478,10918527234.219269,1.962123733589384e+16,3513585.143543168,3020189949761118.5,46.41155248489541,649.6689831527245,0.14096117648969675,7556960086.164976,-33.33712130431704,-10.08743336363251,-10.087433363632519,-30.787734242388982
33,Cuba,2.043680896764945e+16,9019265.609825134,7752735236565440.0,55.172177558222586,263.60772480995,0.1211247947682756,4048484779.3594313,1.853124566418338e+16,7333410.684775737,6303616489366105.0,54.800724637681114,293.97799969977063,0.13313055369165294,3870712854.854501,-9.316175521963855,-18.691709480347388,-18.69170948034739,-4.391073060500869
34,Cyprus,956117235092325.8,380704.10215759283,327243728612112.8,39.226952600702774,292.1728215074907,0.0056667116700210044,4394396026.086956,1341529651431219.5,672701.7062059885,578237569112012.6,38.58601396492181,232.00319783638042,0.00963769994339875,6599282564.872414,40.310163042053816,76.69935847644823,76.69935847644823,50.17496205841113
35,Czech Republic,5.093095926735494e+16,10903461.812973022,9372343187886286.0,51.80901028141757,543.4175664115991,0.3018573984996887,11775562124.395302,3.649641746931399e+16,12220160.713426935,1.0504144645243958e+16,51.57744846809498,347.44778087037065,0.26219436909426996,8532456880.124578,-28.341390002628554,12.075971127695365,12.075971127695372,-27.540980294707285
36,Democratic Republic of the Congo,3.45296604499154e+16,44480160.09577656,3.823403361432714e+16,15.189405685990046,90.3113200093447,0.2046502485801376,1524701192.8550484,7.231292678476134e+16,137137143.85814387,1.1787966043186402e+17,16.040268686410457,61.34470231746143,0.5195042015187422,2275546047.455824,110.30853522626387,208.3108144459336,208.3108144459336,49.24537726600686
37,Denmark,4.258058616062818e+16,3455331.4438934326,2970116525884697.0,73.31521228211791,1433.6335221038125,0.2523664417465152,18609026079.43925,2.401300322396597e+16,4177503.9482446183,3590877956312368.0,71.59144323313265,668.7223435637446,0.17251211672104905,10853206259.23425,-43.60574762080333,20.900238257243696,20.90023825724368,-41.67773094140728
38,Djibouti,16678747464472.098,199224.3823852539,171248298488804.62,0.6551817165760977,9.739511347940473,9.885153141197244e-05,648905279.0123488,282509339053637.6,608686.1480516046,523211395711458.06,6.191467221644123,53.995257245779975,0.002029578875205694,2934265968.0536213,1593.8282665135337,205.52793827943526,205.52793827943526,352.18710079222234
39,Dominican Republic,8559983739163358.0,6228600.94934082,5353949661029636.0,40.565244536940654,159.88166271845668,0.050733276181579405,5141094594.599999,7180702501891248.0,10561783.804869987,9078645314071120.0,41.2758818407696,79.09442712517667,0.05158697463168873,4467006673.922147,-16.047726002922758,69.56911978745005,69.56911978745006,-13.111758756314027
40,East Timor,4828234154507234.0,532154.5745544435,457426768422635.6,86.75899773714548,1055.5206839242576,0.02861595819502004,5222564096.8253975,3651623033194266.5,1332410.6573240054,1145306890769282.0,73.45027501114906,318.833586231332,0.02623367069284217,4630145852.387918,-24.369388137784988,150.38038213607237,150.3803821360724,-11.343436546764224
41,Ecuador,1.381854836851027e+16,10786739.825201988,9272011885248000.0,16.230402095082034,149.03505883653924,0.08189971525304154,3977327819.908815,1.548073045647693e+16,17565673.646094535,1.509901392434171e+16,17.933259556568576,102.5280891457411,0.1112153092441792,4088985242.758872,12.315869320576086,62.84506654229613,62.84506654229612,2.807347744662835
42,Egypt,6.37792714502162e+16,58465129.65344334,5.025516382185855e+16,34.32489248480064,126.91088158879968,0.3780067219450112,6975493487.140233,4.462510121669689e+16,100228126.09887648,8.615359149144176e+16,17.391928480252506,51.797145590999314,0.3205917476452987,8820425612.894392,-30.03196775063559,71.43231648161324,71.43231648161327,26.448768523050145
43,El Salvador,2975390935980500.0,5219267.225097656,4486351625013318.5,26.763100543851728,66.32094817070134,0.017634534679387196,6325528013.207546,2957638504871087.5,5616655.954404917,4827937042007605.0,28.14526134635397,61.2609170156289,0.021248007765299462,5869745328.296524,0.1118831581899212,7.613879730019457,7.613879730019446,-7.20544884094038
44,Equatorial Guinea,126733570377487.72,293441.8756713867,252235300280232.25,13.102555208694662,50.244184789633856,0.0007511240001569369,228311052.57777783,775347277845736.4,904749.5469991064,777700091861756.8,12.746040736398895,99.69746512304144,0.0055701820737514614,3030190101.985774,511.7931306884928,208.32325649809349,208.32325649809346,1227.2200656836314
45,Eritrea,3777663260645124.0,2691501.7985076904,2313547658452248.0,29.554095941285507,163.28443664620082,0.02238943897129958,1097721176.8577492,5135878299113905.0,10301027.163187908,8854505423797246.0,28.177651825447768,58.002994558123945,0.03689672750793516,1687839925.3509548,35.97518226910466,282.7241419232689,282.7241419232689,53.75852820681053
46,Estonia,5934486710113375.0,1076654.5895996094,925465368855084.2,26.41745438739677,641.2435202686269,0.03517249126100807,5406978804.76731,5524917225219131.0,910177.9020262804,782366170134240.1,30.795190512166272,706.1804863407057,0.039691626921529284,4637783595.6378975,-6.899778870748565,-15.462404487147438,-15.462404487147436,-14.22597048930942
47,Ethiopia,1.1098720394334072e+17,65362296.38148498,5.618379591211496e+16,28.911364325863246,197.5430854066029,0.6577985007748537,3086194593.291893,1.0553908931797502e+17,156502802.8625926,1.3452589677061304e+17,34.253591795395536,78.45261905069111,0.7582046912351479,2510607896.9058003,-4.889966911659597,139.43896026719887,139.43896026719887,-18.65036954044245
48,Falkland Islands,,6.942185163497925,5967328811.913729,0.7284079084287199,,,,336064643539.6816,164.4821357836841,141384731866.26022,0.23212999279596574,237.69514508651085,2.4143262078220033e-06,2105823196.2559755,,2269.3135793688234,2269.313579368823,
49,Fiji,,325765.5844268799,280019952233735.28,37.4135129707724,,,,892288939146135.5,579866.2105844257,498438497963107.75,23.22290646696577,179.0168582066827,0.006410304124943856,3816176028.3848977,,78.00106527661157,78.0010652766116,
50,Finland,1.7041687378351214e+16,4213890.265101314,3622154724624461.5,11.870649079497356,470.48479907544714,0.10100260219075263,3303753817.851052,2.264745709424332e+16,5017034.5502202455,4312517473505568.0,11.453299387894454,525.1562975310941,0.16270187969565364,7208115429.815268,32.894452241937806,19.059449453879456,19.059449453879463,118.17955656586521
51,France,5.169772248232321e+17,53418928.65773392,4.591757560097163e+16,52.86620674002908,1125.8809248027735,3.064018475472827,16958097997.328287,2.747387615440239e+17,69328636.54351383,5.95931627568909e+16,52.21431732638078,461.023964552469,1.9737541721552003,9627770266.03339,-46.85573500255525,29.782903336973853,29.782903336973853,-43.22611965357067
52,French Guiana,34046609187587.586,91335.78842175008,78509960332625.81,0.16534683151378338,43.36597425771349,0.00020178730235870788,5146854700.84746,179165903481229.3,194024.01646305935,166778193951234.25,0.9382256788597289,107.42765540057188,0.001287148007498633,5982213130.4966955,426.2371430120217,112.42934430821184,112.42934430821188,16.230464588629037
53,Gabon,992112145757590.0,791385.5547332764,680255238209856.0,9.450130700892608,145.84410233553064,0.00588004615751042,583765243.9517154,3556506318415416.0,1454299.9217733478,1250079855258325.5,7.2654074456502675,284.5023302675712,0.025550341512855426,2962685243.366406,258.67831743267215,83.76629609615453,83.76629609615456,407.5131269054203
54,Gambia,3672282435498689.5,859410.9399414062,738728158700134.2,63.68763960046928,497.1087662287621,0.021764868333164315,4294420877.707007,2607896682930303.5,2247683.0600964515,1932052166382407.2,68.83487874228673,134.98065571455837,0.018735423169106005,2918203018.2661896,-28.98431074580033,161.53763649432906,161.53763649432904,-32.04664607013657
55,Georgia,1.1243103230955478e+16,4355307.855484009,3743713749877667.0,36.48020133319017,300.31952179364316,0.06663557767573773,4235572827.9652843,8942186421565443.0,3039742.339499657,2612886521475417.0,43.450367021779854,342.23401391791265,0.06424167328470033,3142532911.4415326,-20.430581857960874,-30.206028130200966,-30.206028130200963,-25.806188700309377
56,Germany,3.0803873647832166e+17,79236299.7531128,6.810954236028193e+16,48.6855317633816,452.26957310750396,1.825682707886416,17708404255.33996,1.8109458252835066e+17,76967199.82115127,6.61590807862661e+16,48.30843738886968,273.72596531894965,1.301003854757353,10812094567.56273,-41.21034417879172,-2.8637126405847595,-2.8637126405847586,-38.943710502303716
57,Ghana,3.0439012453820656e+16,16648458.295532228,1.4310598539382114e+16,46.252753514461844,212.7025810279974,0.18040581297472807,2687095752.052118,3.231730895528613e+16,40470109.78909476,3.478709462196113e+16,52.18795394792139,92.9002818616654,0.2321711833628672,2694438817.730591,6.171478054573248,143.08623099326442,143.08623099326442,0.273271455729282
58,Greece,4.320385252668264e+16,6662394.648025513,5726827879576530.0,46.30942965502994,754.4115771448214,0.2560604142641337,8508596293.408042,3.371358092970727e+16,7222549.280711194,6208322797967325.0,49.08365571263447,543.0384666974063,0.24220215831335856,6642628284.470327,-21.96549779312756,8.407707172550802,8.407707172550804,-21.930385983682836
59,Guatemala,1.4014995139931152e+16,11539085.662155153,9918709558047014.0,27.812560058591252,141.2985737500584,0.08306401516448618,4864066946.589019,1.419017690469967e+16,23178251.77717095,1.992344577136172e+16,32.13393848019559,71.22350755759759,0.10194382733571207,4487094764.193875,1.398407887958546,100.86731701099058,100.8673170109906,-7.750143789848503
60,Guinea,1.7820145047736422e+16,7768911.815673827,6677962373957831.0,23.74387205034159,266.8500367302152,0.10561636188236258,2952157325.6093125,2.342599573071878e+16,14666993.853520868,1.26073812416402e+16,36.42755062983152,185.8117501305219,0.1682949888488418,2794340715.5109725,31.45994487024148,88.79083971490209,88.79083971490209,-5.345806225478426
61,Guinea Bissau,1850645362633075.2,1092581.456115723,939155705140672.2,21.69228482235766,197.05415752714558,0.010968397272422806,2841259473.142857,2850547403678220.5,2179362.5154476655,1873325534215927.2,31.708648971704026,152.16508565188087,0.02047865324614748,3048812549.916367,54.0299109291527,99.46911081537105,99.46911081537105,7.304967347594104
62,Guyana,1518605260998788.5,280686.3550037145,241270973602317.97,1.3452125335202842,629.4189633859044,0.009000463372910703,5510003024.290029,1549224706942129.2,485719.3033397276,417512170168246.4,2.6011251559837625,371.0609696282225,0.011129804588723707,5462604192.521336,2.0162873611541228,73.04699522472323,73.04699522472323,-0.8602324093061705
63,Haiti,1189467506141654.0,6032077.842529298,5185023311492120.0,19.415602664499406,22.94044664187546,0.007049731090259891,2656689056.9343066,1064097967010662.8,8501720.627052529,7307866507998677.0,19.24103881152168,14.560993497157837,0.007644599510333813,2779798399.927704,-8.994862785317407,40.94182550349336,40.94182550349337,4.6339387242954055
64,Honduras,1.1325776644647256e+16,5904062.23532486,5074984295929366.0,25.343493523688444,223.16870327523253,0.06712556612168646,3800178248.8715954,1.1913248648652766e+16,10937776.630882103,9401839347490484.0,31.53402608415609,126.71189336831863,0.08558611858062434,3556014744.2609944,5.442655844427688,85.25849144068641,85.25849144068641,-6.425054000640669
65,Hungary,7.853689351783024e+16,10394645.911621094,8934977759481702.0,70.47537024774265,878.9825294695081,0.4654721353095477,11729088690.34091,3.5869530295601976e+16,9191427.56336699,7900721347781181.0,68.19108094472298,454.00323232100175,0.25769074111097795,5674243334.572926,-54.327795907208426,-11.57536638077223,-11.575366380772232,-51.622470556934616
66,Iceland,,1053.1948093175888,905299928219.1664,,,,,32528593938669.254,3068.2586518350995,2637398430651.156,0.5784415743404543,1233.359114824307,0.00023368907845390763,6565730315.51659,,191.32869101616242,191.32869101616245,
67,India,1.105003469885005e+18,1013309517.8059949,8.710155287680882e+17,70.04875156800698,126.86380820877615,6.5491299899079936,4869216007.361669,8.801016385488471e+17,1670480987.558992,1.4359036948810204e+18,71.00949997385752,61.292525514517365,6.32274918633228,3993691197.171349,-20.345661888949767,64.85397188175004,64.85397188175003,-17.98081680637359
68,Indonesia,4.6122183972490246e+17,170760448.9959736,1.46781412945714e+17,33.453872471493234,314.22359988827867,2.7335676899342616,7811412483.065916,3.712832439287213e+17,215268799.84958383,1.85039678630706e+17,43.39117722016314,200.6506100076578,2.667340595251988,5628878014.259857,-19.380860857233642,26.064789074582325,26.06478907458233,-27.94033055529327
69,Iran,1.3696154099052126e+17,53328808.82415009,4.584011084501881e+16,32.280573460131784,298.78099870564364,0.8117430940360596,3713821016.420003,1.488728300124996e+17,75830495.34353879,6.518199803492237e+16,30.04001623148457,228.39562225867704,1.069519159605874,5283141138.524112,9.671881891103164,42.19424175324684,42.19424175324684,42.25621307988828
70,Iraq,4.353994095658437e+16,20844769.759251595,1.791764296580869e+16,46.46239252859471,243.0003825819578,0.2580523417788586,4188473802.257954,4.099308004266842e+16,51998192.80072039,4.469634657667922e+16,37.37305781469228,91.71461021392963,0.29449889891399217,5129930677.321303,-4.9262423672530105,149.45438784538206,149.45438784538206,22.47732514301084
71,Ireland,9289764175370242.0,2941134.57611084,2528125753260475.0,8.203829665848373,367.4565698873726,0.05505853584914228,20775117550.19305,4710275843739294.0,4536258.157333978,3899254105590356.0,8.68456260317807,120.7994071734432,0.033839151586524716,11203898888.147123,-49.28163968919626,54.23497429119428,54.234974291194284,-46.07058727307653
72,Israel,4513930247641042.0,4701844.944440842,4041588368117737.0,58.02735246023486,111.68703580130516,0.026753143101220525,5430662135.714283,5001769516197412.0,11077984.759794613,9522358749900454.0,54.612896147012364,52.52658136041871,0.03593327492368207,8485610524.395095,11.220372030209349,135.6093169957148,135.6093169957148,56.25370005234182
73,Italy,1.5064301267802112e+17,46388921.41654587,3.9874757126627416e+16,53.78802002100397,377.79042064039385,0.892830383783672,9534455574.272518,1.1107567040434995e+17,50361996.08590067,4.328991278553807e+16,53.739953647863366,256.58557215078787,0.7979801126474521,7460662913.471457,-26.26322220284781,8.564705856553283,8.564705856553283,-21.75050945118377
74,Ivory Coast,3.753429942910246e+16,14866940.986755373,1.2779250798690248e+16,51.12682847617618,293.7128319991135,0.22245813044089627,2290155116.480892,4.82507636171765e+16,28477017.10866356,2.447813198117948e+16,55.51675852057423,197.11783421330964,0.3466389142320425,2808827189.3585205,28.552101940921983,91.54590802528308,91.54590802528313,22.647901408295564
75,Jamaica,624951839169561.2,1935099.841796875,1663363446512548.8,17.71566334573103,37.57157465975651,0.0037039619726981204,4270223505.940595,743790570569989.6,1863577.2638733853,1601884426593965.2,21.811709294046768,46.43222433665126,0.005343475138425174,4392709692.405853,19.015662320210414,-3.6960665480224426,-3.6960665480224435,2.8683788165855804
76,Japan,1.0038135899977664e+17,99948796.18960571,8.591348648468034e+16,26.00055375396868,116.8400481776236,0.5949398228781788,10909558809.146078,5.683067034829517e+16,82729586.50331405,7.111228431858618e+16,24.798207009432684,79.91681169134048,0.40827792946264135,7504410928.114943,-43.07909570435435,-17.228031094668047,-17.228031094668047,-31.212516845102982
77,Jordan,1811025298149609.2,4341746.698570251,3732056918423524.0,29.833636296907137,48.526197154426406,0.010733577238294085,2320844721.161827,2459152096509598.5,11011896.726729348,9465551128878380.0,24.022473161101885,25.98002021252613,0.017666825325891502,4981838028.37705,37.834593748572324,153.62826279929212,153.62826279929212,114.65624058998293
78,Kazakhstan,1.989236971924381e+17,12844471.064631462,1.104078621538059e+16,37.81803310513133,1801.716773714208,1.1789801448514454,2504242331.3128858,2.4023616835484307e+17,17935429.931882113,1.541684718369757e+16,36.99955365642138,1558.2704134790865,1.7258836610027106,4061111132.5203857,20.842174541317,39.63541076649797,39.635410766497955,62.1692550173964
79,Kenya,4.946789893593584e+16,29474692.233419657,2.53357085765417e+16,26.06567321213985,195.2497155802388,0.29318613858542003,3085156917.221693,4.885008061243728e+16,75054958.51694846,6.4515365967205976e+16,34.92182871450161,75.71852051070816,0.3509444749515842,2272109901.309493,-1.2438973913901143,154.64204315540897,154.642043155409,-26.353506085012413
80,Kosovo,3208394429717828.0,1442650.0411987302,1240065909163398.8,48.84957798589433,258.7277342284449,0.01901549882128919,5714840521.111112,3682845899910833.5,2067310.1718108119,1777008140934278.8,50.311005623823526,207.24980460554013,0.026457979280032896,6345481621.475407,14.802398400320108,43.29949140631761,43.2994914063176,11.035147840690437
81,Kuwait,80170741482052.48,932506.5166015624,801559289007788.1,8.322296849872291,10.001847970758595,0.0004751556186587461,1639739431.818186,169386588695709.3,2537299.2038675467,2180998963164446.5,5.241139119539597,7.76646809817569,0.0012168923098669526,7839477602.621395,113.82075209902729,172.09452788753788,172.0945278875379,378.09288783942816
82,Kyrgyzstan,3.598707589749643e+16,5194355.530448914,4464938155085625.0,26.835392460661932,805.992706898004,0.21328805242024806,6850641946.857735,2.261942419026636e+16,6533823.902655682,5616311681125257.0,27.462757569490428,402.74517289137407,0.16250048815966794,4414097843.121418,-37.1096209378431,25.786998297573323,25.786998297573327,-35.5666537915314
83,Laos,3.0824496463084524e+16,5239445.559576035,4503696416872570.0,17.056080107907913,684.4266045021187,0.18269049800468792,7053754491.920624,1.903587108559588e+16,8068090.148837618,6935128589687095.0,23.68265301899972,274.4847602956236,0.13675583949148326,3521815522.47487,-38.244340476434814,53.98747934486548,53.98747934486546,-50.07175928069569
