,%cropland,%cropland 2000,Calories,Calories 2000,Change_in_Production,Change_in_Yield,calories_per_ha,calories_per_ha 2000,ha_per_cell_5m,lat,lon,max_lat,max_lon,min_lat,min_lon,population,precip,temp_avg
0,0.0,0.0,69380350.0,13.0,69380337.16447026,5441649.698065233,5441651.0,1.0,4084.2090000000003,-61.67,-148.0,-61.67,-148.0,-61.73928571428571,-148.11010638297873,13.0,631.0,-20.0
0,0.0,0.0,4469495346.0,306.0,4469495037.120029,210622691.64714906,14041513.733333332,1.0,55254.98380000001,-64.67,-145.916667,-64.26071428571427,-145.50691489361702,-65.0,-146.5,648.0,342.06666666666666,-13.733333333333333
0,0.0,0.0,107978420179.0,6998.0,107978413184.18758,575268450.0287137,12783744.422222223,1.0,170870.63439999998,-63.83,-145.75,-63.33,-145.50691489361702,-64.31071428571428,-146.166667,542.0,330.06666666666666,-16.2
0,0.0,0.0,262443683.0,4.0,262443678.91235447,62098209.29834129,15524553.25,1.0,16248.6152,-61.75,-146.0,-61.68928571428571,-145.916667,-61.92,-146.5,4.0,515.75,-5.0
0,0.0,0.0,5412452797.0,385.0,5412452415.034864,282676088.7255893,14133805.55,1.0,74129.5852,-64.5,-145.166667,-64.26071428571427,-144.583333,-64.83,-145.55691489361703,377.0,328.7,-20.9
0,0.06818181818181818,0.06818181818181818,554171989801.0,33609.0,554171956188.8391,1058745495.1254518,12031199.784090908,1.0,334500.01,-63.75,-145.083333,-63.33,-144.5,-64.31071428571428,-145.55691489361703,930.0,331.10227272727275,-25.363636363636363
0,0.0,0.0,8121823664.0,656.0,8121823007.879688,149814027.04783753,13619458.0,1.0,44683.43230000001,-61.75,-145.0,-61.68928571428571,-144.75,-62.5,-145.55691489361703,11.0,472.54545454545456,0.0
0,0.0,0.0,857462424.0,80.0,857462343.6269315,50335360.126269095,10067073.0,1.0,20432.0577,-61.67,-145.0,-61.58,-144.75,-61.73928571428571,-145.416667,5.0,526.8,-12.0
0,0.0,0.0,95667760.0,12.0,95667747.64349687,18378013.188746545,9189007.5,1.0,7645.856400000001,-63.33,-144.083333,-63.33,-144.083333,-63.92,-144.28031914893617,14.0,308.0,-29.0
0,0.0,0.0,35772209.0,8.0,35772200.8066345,4625439.363202448,4625440.0,1.0,3716.0886,-64.42,-139.75,-64.42,-139.75,-64.42,-139.75,1.0,343.0,-34.0
0,0.0,0.0,2794155011.0,323.0,2794154688.770713,115197620.20377107,7199852.375,1.0,60426.3338,-63.92,-139.5,-63.75,-139.12393617021277,-64.17,-139.916667,978.0,342.5625,-30.0
0,0.0,0.0,279568222.0,60.0,279568162.1033975,42927086.96387112,4769677.333333333,1.0,34367.3413,-63.67,-138.916667,-63.42,-138.666667,-64.0,-139.17393617021278,9.0,348.22222222222223,-26.77777777777778
0,0.0,0.0,3115640148.0,1290.0,3115638857.7480335,61532734.07825552,2563864.875,1.0,104347.2545,-59.58,-138.083333,-59.11785714285714,-137.8473404255319,-60.25,-138.25,57.0,1503.375,29.458333333333332
0,0.0,0.0,805444907.0,104.0,805444803.3585541,35028123.25258554,7005625.8,1.0,19934.3779,-62.5,-136.75,-61.83,-136.57074468085105,-62.67,-137.083333,5.0,283.2,-15.2
0,0.0,0.0,706592242.0,382.0,706591860.4227852,17100378.16371671,2850064.1666666665,1.0,26108.709600000002,-59.5,-137.666667,-59.5,-137.583333,-60.0,-137.89734042553192,6.0,1340.0,26.5
0,0.0,0.0,498021630.0,64.0,498021564.0098955,76616015.87113231,7661602.6,1.0,38968.0704,-63.08,-136.083333,-62.975,-135.916667,-63.17,-136.416667,10.0,307.4,-20.8
0,0.0,0.0,2860900571.0,301.0,2860900265.2814302,193153556.516945,9197789.42857143,1.0,84586.29729999998,-62.0,-136.25,-61.68928571428571,-135.29414893617022,-62.5,-136.62074468085106,139.00000000000003,285.95238095238096,-12.523809523809524
0,0.0,0.0,183073934896.0,13046.0,183073921851.83704,757887021.3840092,8711346.057471264,1.0,362198.1207,-61.08,-135.75,-60.40357142857143,-135.29414893617022,-61.58,-136.62074468085106,2643.0000000000005,314.6551724137931,-6.620689655172414
0,0.0,0.0,3706229474.0,502.0,3706228973.248645,111255377.10504913,7417026.066666666,1.0,64064.09699999998,-60.25,-135.416667,-60.0,-135.29414893617022,-60.45357142857143,-136.0,173.0,407.53333333333336,-9.133333333333333
0,0.0,0.0,1419216801.0,125.0,1419216673.7604036,108691076.03552629,12076787.111111112,1.0,36504.1451,-61.83,-135.0,-61.68928571428571,-134.916667,-62.17,-135.34414893617023,9.0,315.8888888888889,-4.333333333333333
0,0.0,0.0,43138757707.0,5051.0,43138752657.856476,552939531.617413,10239622.0,1.0,225835.8412999999,-60.92,-135.0,-60.40357142857143,-134.166667,-61.5,-135.34414893617023,37465.99999999999,286.3333333333333,4.814814814814815
0,0.0,0.0,15560961592.0,1637.0,15560959957.490562,355844210.2631991,11120132.65625,1.0,137015.7364,-60.25,-134.833333,-59.75,-134.01755319148936,-60.45357142857143,-135.34414893617023,629.0,344.78125,3.0
0,0.0,0.0,1140683014.0,75.0,1140682939.118394,15255941.54253059,15255943.0,1.0,4226.69,-60.58,-133.833333,-60.58,-133.833333,-60.58,-133.833333,1.0,298.0,1.0
0,0.0,0.0,154984131.0,14.0,154984117.325903,22127044.720262185,11063523.5,1.0,8648.668000000001,-59.42,-133.416667,-59.42,-133.416667,-60.25,-134.06755319148937,2.0,400.0,15.0
0,0.0,0.0,18031296.0,0.0,18031296.166411716,3412071.6068714946,3412073.0,1.0,5078.4604,-53.83,-133.0,-53.83,-133.0,-53.83,-133.0,9.000000000000002,2072.0,89.0
0,0.0,0.0,46823895.0,0.0,46823896.07523495,8797752.665834654,2199439.25,1.0,20454.8944,-53.33,-132.416667,-53.33,-132.083333,-53.83,-132.583333,133.00000000000003,1983.75,87.0
0,0.0,0.0,93388441.0,10.0,93388431.1141821,9749435.356744064,9749436.0,1.0,4602.64,-57.67,-129.833333,-57.67,-129.833333,-57.67,-129.833333,1.0,515.0,9.0
0,0.0,0.0,71275466.0,26.0,71275439.47525817,11332878.271599174,2266576.6,1.0,24944.505999999998,-54.42,-129.25,-53.975,-128.91117021276594,-55.31071428571428,-129.666667,224.00000000000003,1702.4,68.6
0,0.0,0.0,117546256.0,0.0,117546256.28011936,19388841.813130274,2423606.25,1.0,40829.223,-53.67,-129.333333,-53.25,-128.91117021276594,-53.83,-129.666667,34.0,2510.25,79.5
0,0.0,0.0,3219588080.0,2804.0,3219585277.869159,28279218.8080772,1087663.2307692308,1.0,126730.03210000001,-55.5,-127.83333300000001,-55.260714285714286,-127.6345744680851,-55.92,-128.5,3854.9999999999995,617.5384615384615,46.96153846153846
0,0.0,0.0,3180912519.0,2225.0,3180910296.7660317,53170413.02974875,1236522.2325581396,1.0,213959.12180000005,-54.67,-128.333333,-53.975,-127.6345744680851,-55.31071428571428,-128.75,27008.0,1023.6046511627907,59.651162790697676
0,0.0,0.0,11643850001.0,0.0,11643849998.066975,121477637.62410848,1589909.9625,71439.45,411063.4835999999,-53.33,-127.91666699999999,-52.68928571428571,-127.6345744680851,-54.025,-128.833333,289.0,1739.8625,59.0875
0,0.0,0.0,3357095374.0,0.0,3357095374.5867705,46037865.22572235,2192280.285714286,1.0,110191.6659,-52.42,-127.83333300000001,-52.08,-127.6345744680851,-52.73928571428571,-128.0,26.0,2962.6666666666665,84.95238095238095
0,0.0,0.0,44641866.0,0.0,44641866.44194174,7846284.082017096,2615428.6666666665,1.0,16402.1296,-50.58,-127.83333300000001,-50.5,-127.6345744680851,-50.58,-127.83333300000001,51.99999999999999,2366.6666666666665,97.66666666666667
0,0.0,0.0,6177960045.0,1031.0,6177959010.754528,116318889.80986999,5287223.2727272725,1.0,107025.85540000001,-55.42,-127.33333300000001,-55.260714285714286,-126.91666699999999,-56.59642857142857,-127.68457446808512,967.0,549.5,21.272727272727273
0,0.0,0.0,23220558318.0,26608.0,23220531716.345253,176530878.1973763,1251993.0496453901,1.0,703419.8764999998,-54.5,-127.0,-53.975,-126.35797872340424,-55.31071428571428,-127.68457446808512,30900.00000000001,583.0141843971631,42.276595744680854
0,0.0,0.0,45765150390.0,6822.0,45765143566.48387,233689923.16588676,1174322.1959798995,1.0,1022770.2721,-53.33,-127.0,-52.68928571428571,-126.35797872340424,-54.025,-127.68457446808512,1452.0,1029.0854271356784,46.85427135678392
0,0.0,0.0,12366932099.0,0.0,12366932095.851206,141638855.0522366,1506797.2659574468,1.0,494162.8725,-52.33,-127.0,-51.403571428571425,-126.35797872340424,-52.73928571428571,-127.68457446808512,1203.0000000000002,1597.372340425532,58.57446808510638
0,0.0,0.0,170293031.0,0.0,170293031.7803033,30275869.653341845,2752352.8181818184,1.0,59522.34159999999,-51.17,-127.08333300000001,-50.42,-126.66666699999999,-51.45357142857142,-127.5,453.0,1855.6363636363637,84.9090909090909
0,0.0,0.0,7839424.0,0.0,7839423.51477158,1364312.0165297168,1364313.0,1.0,5521.9630000000025,-50.08,-126.83333300000001,-50.08,-126.83333300000001,-50.16785714285714,-126.83333300000001,44.99999999999999,2181.0,86.0
0,0.0,0.0,161191658.0,5.0,161191652.94230175,31893746.03261231,4556250.571428572,1.0,34057.673500000004,-55.5,-125.33333300000001,-55.42,-125.25,-55.92,-125.66666699999999,110.0,519.0,20.428571428571427
0,0.0,0.0,4182657421.0,10504.0,4182646912.0579863,29103686.249180824,382944.25,1.0,380835.9850999999,-54.33,-125.83333300000001,-53.975,-125.0813829787234,-55.31071428571428,-126.40797872340426,5277.0,483.2894736842105,44.0
0,0.0,0.0,9130273162.0,8070.0,9130265091.254948,109522045.97983088,952366.6608695652,1.0,589863.2601000002,-53.5,-125.83333300000001,-52.68928571428571,-125.0813829787234,-54.025,-126.40797872340426,1325.0,527.5652173913044,42.62608695652174
0,0.0,0.0,50540899086.0,2028.0,50540897055.387146,256390251.63362768,1942351.393939394,1.0,698864.8055000001,-52.0,-125.66666699999999,-51.403571428571425,-125.0813829787234,-52.73928571428571,-126.40797872340426,666.0,742.2121212121212,36.515151515151516
0,0.0,0.0,41454803095.0,172.0,41454802921.14535,218239466.83451468,1691779.8217054263,1.0,700704.4443,-50.92,-125.58333300000001,-50.11785714285714,-125.0813829787234,-51.45357142857142,-126.40797872340426,9205.999999999998,1282.8837209302326,68.44186046511628
0,0.0,0.0,71096438816.0,4987.0,71096433830.06323,169138710.82726297,1421334.705882353,1.0,663267.0405999998,-49.67,-125.58333300000001,-49.08,-125.0813829787234,-50.16785714285714,-126.08333300000001,97504.99999999997,2129.344537815126,82.81512605042016
0,0.0,0.0,51137788.0,5.0,51137783.07042856,10826896.421236772,10826897.0,1.0,4539.0117,-58.17,-124.0,-58.17,-124.0,-58.17,-124.0,1.0,511.0,-8.0
0,0.0,0.0,4145677904.0,10.0,4145677894.4035625,88749847.86412504,2535710.9714285713,1.0,169843.863,-55.67,-124.0,-55.260714285714286,-123.80478723404255,-56.0,-124.75,572.0,568.7428571428571,32.48571428571429
0,0.06329113924050633,0.06329113924050633,43539575091.0,35199139024.0,8340436067.49272,34467192.21800485,487042.4746835443,268895.69620253163,789880.3523999997,-54.42,-124.25,-53.975,-123.80478723404255,-55.31071428571428,-125.13138297872341,18496.0,520.120253164557,45.0253164556962
0,0.009900990099009901,0.009900990099009901,9748354680.0,14439.0,9748340234.744417,124336469.85624665,1231055.1584158416,1.0,516927.84439999994,-53.58,-124.25,-52.68928571428571,-123.80478723404255,-54.025,-125.13138297872341,4372.0,475.019801980198,37.0990099009901
0,0.0,0.0,57035519494.0,3274.0,57035516225.18024,295375031.90703017,2401424.0406504064,1.0,652494.2854,-51.83,-124.5,-51.403571428571425,-123.80478723404255,-52.73928571428571,-125.13138297872341,869.0,464.9349593495935,33.13821138211382
0,0.0,0.0,60758197807.0,513.0,60758197292.94382,330192474.1829803,1886815.142857143,1.0,950500.5654999998,-50.92,-124.5,-50.11785714285714,-123.80478723404255,-51.45357142857142,-125.13138297872341,7890.0,867.3085714285714,50.89714285714286
0,0.00909090909090909,0.0,65736787870.0,403355578.0,65333432292.47339,124265883.17594159,1254938.0272727273,125248.20909090909,616484.4271,-49.25,-124.5,-48.832142857142856,-123.80478723404255,-50.16785714285714,-125.13138297872341,302705.0,1697.5727272727272,98.77272727272727
0,0.0,0.0,39675383330.0,2874.0,39675380457.816216,92656811.93542263,1382938.4925373134,1.0,382435.4515,-48.67,-124.33333300000001,-47.54642857142857,-123.80478723404255,-48.88214285714285,-125.13138297872341,37903.0,2332.7462686567164,101.19402985074628
0,0.0,0.0,522622746.0,525.0,522622219.6103559,2813837.743612851,937947.0,1.0,17616.087,-47.0,-123.83333300000001,-46.83,-123.80478723404255,-47.08,-124.08333300000001,25965.000000000015,2261.0,114.66666666666667
0,0.0,0.0,453071279.0,280.0,453070998.27447623,19832141.56653015,1652679.4166666667,1.0,72030.4564,-45.83,-123.83333300000001,-44.975,-123.80478723404255,-46.17,-123.91666699999999,27401.0,2376.6666666666665,110.83333333333333
0,0.0,0.0,347602787.0,165.0,347602621.7056427,5892422.2338725515,1964141.6666666667,1.0,18404.335,-44.83,-123.83333300000001,-43.83,-123.80478723404255,-45.025,-124.0,1657.9999999999995,2367.6666666666665,116.33333333333333
0,0.0,0.0,2104188796.0,1047.0,2104187749.2363143,40907524.37455182,1778589.043478261,1.0,144805.7155,-43.0,-124.16666699999999,-42.403571428571425,-123.80478723404255,-43.5,-124.5,28127.999999999993,1598.391304347826,119.52173913043478
0,0.0,0.0,359649488.0,493.0,359648991.6801664,7563643.423576863,687604.9090909091,1.0,70528.0139,-41.92,-124.0,-41.11785714285714,-123.80478723404255,-42.45357142857142,-124.16666699999999,8832.000000000002,1668.4545454545455,116.9090909090909
0,0.0,0.0,13461352519.0,13427.0,13461339096.45232,52348293.295136064,969413.7777777778,1.0,353154.0812999999,-40.5,-124.0,-39.832142857142856,-123.80478723404255,-41.16785714285714,-124.33333300000001,101688.0,1667.0925925925926,126.18518518518519
0,0.0,0.0,30058319449.0,1084.0,30058318365.109123,292466440.33342457,26587859.09090909,1.0,48410.41499999999,-59.25,-122.91666699999999,-59.11785714285714,-122.52819148936169,-59.33,-123.16666699999999,11.0,464.54545454545456,9.363636363636363
0,0.0,0.0,163495594725.0,9693.0,163495585029.5148,937854746.6979622,22329875.976190478,1.0,187372.42580000003,-58.83,-122.83333300000001,-58.08,-122.52819148936169,-59.16785714285714,-123.33333300000001,9313.0,471.54761904761904,11.119047619047619
0,0.0,0.0,25766061335.0,2711.0,25766058625.717735,413951585.5369028,9626782.0,1.0,201861.7853,-56.92,-123.0,-56.54642857142857,-122.52819148936169,-57.67,-123.58333300000001,387.00000000000006,565.1627906976744,11.30232558139535
0,0.0,0.0,132418222297.0,1204.0,132418221090.52875,676983463.3294604,5052116.417910447,1.0,648977.9149999998,-55.75,-123.08333300000001,-55.260714285714286,-122.52819148936169,-56.59642857142857,-123.85478723404256,11652.0,650.9850746268656,25.66417910447761
0,0.0,0.0,53025934210.0,61772457969.0,-8746523748.324776,112395754.36814351,761417.9485981308,236204.16822429906,1066273.6701999998,-54.58,-123.16666699999999,-53.975,-122.52819148936169,-55.31071428571428,-123.85478723404256,134581.0,648.9579439252336,47.08411214953271
0,0.005747126436781609,0.005747126436781609,24390571786.0,134413680844.0,-110023109061.5185,-45237402.12606176,525940.7586206896,785925.8908045978,893787.7984999999,-53.33,-123.08333300000001,-52.68928571428571,-122.52819148936169,-54.025,-123.85478723404256,121543.99999999999,533.448275862069,51.339080459770116
0,0.0,0.0,11353914141.0,18406.0,11353895741.637577,88341630.52512747,640157.7246376812,1.0,731117.7007,-52.0,-123.08333300000001,-51.403571428571425,-122.52819148936169,-52.73928571428571,-123.85478723404256,2584.0,368.268115942029,44.72463768115942
0,0.0,0.0,19216696531.0,8593.0,19216687937.248238,253180258.51193157,2943957.488372093,1.0,466757.73899999994,-50.92,-122.83333300000001,-50.11785714285714,-122.52819148936169,-51.45357142857142,-123.85478723404256,5476.0,583.8255813953489,36.383720930232556
0,0.19047619047619047,0.19047619047619047,80004093058.0,876414551300.0,-796410458241.4167,-243917661.77490908,1060899.492063492,4932608.507936508,352550.5811,-49.42,-122.83333300000001,-48.832142857142856,-122.52819148936169,-50.16785714285714,-123.85478723404256,3249687.0000000005,1312.3015873015872,99.42857142857143
0,0.017543859649122806,0.017543859649122806,41738726981.0,13081286452.0,28657440529.469944,66102228.29616941,1345028.0877192982,185339.8596491228,326816.7036,-48.08,-123.16666699999999,-47.54642857142857,-122.52819148936169,-48.88214285714285,-123.85478723404256,699593.0000000001,1253.0877192982457,105.01754385964912
0,0.02027027027027027,0.02027027027027027,124945246738.0,5719949318.0,119225297417.88702,226801019.05115604,1555848.972972973,23409.62162162162,871020.8026,-46.83,-123.08333300000001,-46.260714285714286,-122.52819148936169,-47.59642857142857,-123.85478723404256,1167968.0,1714.5608108108108,117.01351351351352
0,0.3333333333333333,0.3333333333333333,522068245059.0,8214097468655.0,-7692029223604.125,-1654935325.4616158,1555246.107142857,11406051.625,1012451.3672000001,-45.5,-123.08333300000001,-44.975,-122.52819148936169,-46.31071428571428,-123.85478723404256,4858703.0,1515.8392857142858,121.67261904761905
0,0.3614457831325301,0.3614457831325301,586747971594.0,6108039281849.0,-5521291310254.186,-942134838.3678643,1630576.903614458,7306087.975903614,1020700.5465999998,-44.42,-123.08333300000001,-43.68928571428571,-122.52819148936169,-45.025,-123.85478723404256,1607530.0,1418.3975903614457,123.2710843373494
0,0.06086956521739131,0.06086956521739131,156572435244.0,10605520273.0,145966914973.34286,143135682.0038903,1274241.4260869566,29583.304347826088,723035.0848000001,-43.08,-123.25,-42.403571428571425,-122.52819148936169,-43.73928571428571,-123.85478723404256,365475.0,1058.121739130435,125.62608695652175
0,0.06722689075630252,0.06722689075630252,38060062373.0,1223353531953.0,-1185293469582.8933,-231540300.62792224,476503.18487394956,2422219.974789916,761881.9018000001,-41.92,-122.91666699999999,-41.11785714285714,-122.52819148936169,-42.45357142857142,-123.85478723404256,480131.00000000006,781.3025210084033,108.63025210084034
0,0.015503875968992248,0.015503875968992248,98821953658.0,28812455875.0,70009497793.7146,69429936.69896027,761835.2558139535,223618.68217054263,845637.3648,-40.33,-123.16666699999999,-39.832142857142856,-122.52819148936169,-41.16785714285714,-123.85478723404256,41228.0,1253.4186046511627,127.2248062015504
0,0.01092896174863388,0.01092896174863388,119216527870.0,1132835336854.0,-1013618808975.2972,-717227406.3243135,769868.3715846995,4689143.715846995,1219812.2766999998,-39.25,-123.08333300000001,-38.54642857142857,-122.52819148936169,-39.88214285714285,-123.85478723404256,507316.0,1176.6612021857923,139.91803278688525
0,0.0,0.0,33763219027.0,475049227533.0,-441286008509.0925,-362401446.78024685,1050163.78125,12375208.71875,216087.94220000002,-38.33,-122.75,-38.0,-122.52819148936169,-38.59642857142857,-123.08333300000001,1323964.0,1034.71875,151.90625
0,0.0,0.0,1005236355.0,46.0,1005236309.4857484,45006407.714094795,22503205.0,1.0,8810.694,-59.17,-122.5,-59.11785714285714,-122.5,-59.25,-122.5781914893617,2.0,458.0,6.0
0,0.0,0.0,3585858966.0,124.0,3585858841.6195717,84266236.42631352,28088746.666666668,1.0,13360.826299999999,-58.83,-122.41666699999999,-58.58,-122.41666699999999,-59.16785714285714,-122.5781914893617,33.0,462.0,10.333333333333334
0,0.0,0.0,84206875654.0,19867.0,84206855785.67258,579606152.7072246,6739607.430232558,1.0,404057.83050000004,-56.83,-121.75,-56.54642857142857,-121.25159574468084,-57.67,-122.5781914893617,867.0,518.2790697674419,29.093023255813954
0,0.015789473684210527,0.015789473684210527,104747052821.0,414003513924.0,-309256461106.3176,97488922.48656118,1806608.2105263157,1293508.6315789474,916525.7177999998,-55.92,-121.83333300000001,-55.260714285714286,-121.25159574468084,-56.59642857142857,-122.5781914893617,11905.999999999998,571.5947368421052,38.363157894736844
0,0.004694835680751174,0.0,143067768511.0,6590.0,143067761910.23334,514952911.08451056,2417620.276995305,1.0,1061012.0188,-54.58,-121.91666699999999,-53.975,-121.25159574468084,-55.31071428571428,-122.5781914893617,7525.0,797.5633802816901,37.009389671361504
0,0.022099447513812154,0.0,76737260227.0,21270.0,76737238961.6064,161541129.7696277,892493.4143646408,1.0,931246.0777999999,-53.25,-121.83333300000001,-52.68928571428571,-121.25159574468084,-54.025,-122.5781914893617,23389.000000000004,852.8950276243094,46.392265193370164
0,0.014285714285714285,0.0,105794113481.0,7145079031.0,98649034451.75137,143293944.32034504,786349.8095238095,103997.70952380952,1110165.2886,-52.08,-121.91666699999999,-51.403571428571425,-121.25159574468084,-52.73928571428571,-122.5781914893617,59429.99999999999,488.43333333333334,64.76666666666667
