,%cropland,%cropland 2000,Calories,Calories 2000,Change_in_Production,Change_in_Yield,calories_per_ha,calories_per_ha 2000,ha_per_cell_5m,lat,lon,max_lat,max_lon,min_lat,min_lon,population,precip,temp_avg
0,0.0,0.0,3543423186.0,0.0,3543423185.5681343,243129110.4063242,16208608.266666668,1.0,41468.63909999999,-71.17,-179.333333,-71.08,-178.69840425531913,-71.5,-179.833333,15.0,204.66666666666666,-83.06666666666666
0,0.0,0.0,1536248463.0,0.0,1536248462.221387,243334005.58129913,20277834.583333332,1.0,37951.9902,-68.33,-179.333333,-68.11785714285713,-178.916667,-68.75,-180.025,12.0,403.9166666666667,-81.91666666666667
0,0.0,0.0,13177699600.0,0.0,13177699598.616032,892568803.8627523,23488653.710526317,1.0,125451.6908,-67.33,-179.333333,-66.83214285714286,-178.69840425531913,-68.16785714285714,-180.025,38.0,443.2368421052632,-70.3157894736842
0,0.0,0.0,5480584818.0,0.0,5480584818.792621,518219439.6347636,24677117.333333332,1.0,71933.7876,-66.58,-179.333333,-65.75,-178.69840425531913,-66.88214285714287,-179.833333,21.0,460.6666666666667,-64.9047619047619
0,0.0,0.0,2278983085.0,0.0,2278983084.766654,158221108.05275545,15822111.9,1.0,27626.1314,-71.25,-178.083333,-71.17,-177.916667,-71.42,-178.74840425531914,10.0,214.8,-72.1
0,0.0,0.0,556346488.0,0.0,556346488.7374679,92711428.54896349,18542286.8,1.0,15909.3866,-68.25,-178.416667,-68.11785714285713,-178.0,-68.5,-178.583333,5.0,420.0,-59.8
0,0.0,0.0,5542331429.0,0.0,5542331429.847929,607595275.912582,21699832.25,1.0,92115.31559999999,-67.67,-178.083333,-66.83214285714286,-177.4218085106383,-68.16785714285714,-178.583333,28.0,459.7142857142857,-59.642857142857146
0,0.0,0.0,4739885262.0,0.0,4739885261.82255,617818159.34695,22064935.17857143,1.0,97247.58569999997,-66.08,-177.916667,-65.54642857142856,-177.4218085106383,-66.88214285714287,-178.5,28.0,501.07142857142856,-46.25
0,0.0,0.0,12528416.0,0.0,12528415.711462578,2264046.4588633087,2264047.0,1.0,5317.8247,-51.83,-178.083333,-51.83,-178.083333,-51.83,-178.083333,4.999999999999999,1539.0,59.0
0,0.0,0.0,1156040935.0,0.0,1156040935.8048596,317644558.25779635,18684975.05882353,1.0,56180.43660000001,-67.42,-176.916667,-66.83214285714286,-176.14521276595744,-68.0,-177.4718085106383,17.0,451.0,-44.8235294117647
0,0.0,0.0,2599762810.0,0.0,2599762811.053253,664763390.7443488,22922876.48275862,1.0,100038.67160000002,-66.42,-176.916667,-65.83,-176.14521276595744,-66.88214285714287,-177.4718085106383,112.0,515.9655172413793,-43.41379310344828
0,0.0,0.0,865927673.0,0.0,865927674.0314541,249698608.3756953,17835615.92857143,1.0,46624.503600000004,-67.25,-175.583333,-66.83214285714286,-175.166667,-67.58,-176.19521276595745,16.0,450.42857142857144,-37.714285714285715
0,0.0,0.0,2463851482.0,0.0,2463851484.824406,480976250.68227005,19239050.96,1.0,87045.7013,-66.08,-175.583333,-65.54642857142856,-175.0,-66.75,-176.19521276595745,144.0,536.96,-31.24
0,0.0,0.0,1308742548.0,0.0,1308742546.8211584,184038051.35762036,18403806.2,1.0,36005.2455,-65.25,-175.083333,-65.0,-175.0,-65.42,-175.75,88.0,613.1,-24.4
0,0.0,0.0,148696430.0,0.0,148696429.74592835,28700799.499354593,14350400.5,1.0,6713.4072,-67.0,-173.666667,-67.0,-173.59202127659574,-67.08,-174.0,2.0,411.0,-28.0
0,0.0,0.0,2290989712.0,0.0,2290989714.2191105,363631709.02507025,17315796.666666668,1.0,73663.68289999999,-65.92,-174.333333,-65.54642857142856,-173.59202127659574,-66.42,-174.9186170212766,76.0,548.7619047619048,-23.523809523809526
0,0.0,0.0,2779331893.0,0.0,2779331892.482282,427967274.9640595,17118692.0,1.0,90625.85930000001,-65.08,-174.083333,-64.67,-173.59202127659574,-65.59642857142858,-174.9186170212766,208.00000000000006,652.0,-18.36
0,0.0,0.0,3690614288.0,0.0,3690614289.148456,518517207.896963,16726362.58064516,1.0,107818.02099999996,-66.17,-172.833333,-65.54642857142856,-172.5,-66.75,-173.64202127659576,31.0,463.0967741935484,-26.70967741935484
0,0.0,0.0,2650372951.0,0.0,2650372950.571829,338263006.51930463,15375592.181818182,1.0,79782.89050000001,-65.17,-173.166667,-64.42,-172.666667,-65.59642857142858,-173.64202127659576,127.0,625.8636363636364,-16.318181818181817
0,0.0,0.0,10470853183.0,0.0,10470853181.667482,598915114.5581994,17615151.5,1.0,117860.77649999998,-66.25,-171.75,-65.54642857142856,-171.03882978723405,-66.75,-172.3654255319149,34.0,387.47058823529414,-34.088235294117645
0,0.0,0.0,65190609.0,0.0,65190608.59718244,16411344.115361314,16411345.0,1.0,3817.3699,-63.67,-171.666667,-63.67,-171.666667,-63.67,-171.666667,1.0,507.0,2.0
0,0.0,0.0,1908416693.0,0.0,1908416693.4893875,99537234.1314047,16589540.166666666,1.0,20840.9902,-66.25,-170.5,-66.0,-170.083333,-66.25,-171.08882978723406,6.0,378.5,-29.166666666666668
0,0.0,0.0,457149005.0,0.0,457149005.61107415,37217320.278924264,18608661.0,1.0,7679.5693,-63.42,-170.25,-63.42,-170.25,-63.58,-170.583333,2.0,496.0,-3.5
0,0.0,0.0,65871152.0,0.0,65871152.01109896,16390291.279004987,16390292.0,1.0,3862.175,-63.33,-169.25,-63.33,-169.25,-63.33,-169.25,1.0,503.0,4.0
0,0.0,0.0,188899921.0,0.0,188899920.32862085,51172583.36961744,17057528.666666668,1.0,10637.6178,-65.58,-167.416667,-65.54642857142856,-167.2090425531915,-65.83,-167.5,3.0,481.3333333333333,-20.333333333333332
0,0.0,0.0,54095442.0,0.0,54095442.36823377,14567236.867432054,14567238.0,1.0,3568.6738,-65.5,-167.25,-65.5,-167.2090425531915,-65.59642857142858,-167.25,1.0,490.0,-18.0
0,0.0,0.0,79794579.0,0.0,79794578.56210595,4699647.54141705,1566550.3333333333,1.0,15376.488,-53.42,-168.083333,-53.42,-168.083333,-53.5,-168.333333,140.0,1022.0,54.0
0,0.0,0.0,340420024.0,0.0,340420024.30479103,59201585.75481886,14800397.25,1.0,12569.1741,-68.5,-166.0,-68.42,-165.93244680851063,-68.83,-166.416667,4.0,274.5,-45.5
0,0.0,0.0,428298510.0,0.0,428298511.36372334,116521691.1043689,16645956.857142856,1.0,24729.731,-65.58,-166.5,-65.54642857142856,-166.083333,-66.0,-167.0,7.0,454.7142857142857,-18.571428571428573
0,0.0,0.0,403136817.0,0.0,403136815.8823737,56568331.90106289,14142084.0,1.0,14490.5641,-64.92,-166.083333,-64.75,-165.93244680851063,-65.59642857142858,-166.333333,7.999999999999999,480.0,-9.0
0,0.0,0.0,191023625.0,0.0,191023624.95820954,42771693.21875627,10692924.25,1.0,17167.7736,-60.08,-166.25,-60.08,-165.93244680851063,-60.08,-166.75,36.00000000000001,797.5,23.5
0,0.0,0.0,40182959.0,0.0,40182959.392557636,6258450.238114724,2086151.0,1.0,15255.5582,-53.75,-167.0,-53.67,-166.5,-54.025,-167.083333,116.0,1020.3333333333334,55.0
