,Calories 2050,Population 2050,Precipitation 2050,Temperature 2050,max_lat,max_lon,min_lat,min_lon,workability_index 2050,ΔCalories,percent_change_in_production,percent_cropland 2050
0,409802541583.9934,1537.7516326207851,32.0,241.0,4.742207207207208,-81.25,4.67,-81.275,2.0,-125065384857.59785,-23.382479800133467,0.9365244536940688
1,19828894893934.95,10595.32658579103,44.0,245.5,4.92,-81.01724215246638,4.83,-81.08,2.5,6196794884931.622,45.45737546554782,22.372528616024976
2,246542551354.6443,2249.50079822526,167.0,251.0,4.133378378378378,-81.0,4.08,-81.06724215246638,4.0,-112301053027.16693,-31.295263913266826,0.5202913631633714
3,151139632048.26685,2738.078145507781,85.0,236.0,4.742207207207208,-81.0,4.67,-81.06724215246638,4.0,-1361634256862.255,-90.0091062414413,0.31217481789802287
4,64586653202295.84,26119.10492042104,59.14285714285714,247.57142857142856,5.17,-80.80948430493272,4.6922072072072085,-81.06724215246638,2.571428571428572,30358825773065.91,88.69632709185635,20.66299985134533
5,50101810991875.04,54241.865986613084,536.0,257.5,1.0892342342342345,-80.6017264573991,1.0,-80.85948430493274,1.0,-5293206823084.9375,-9.555384277998114,64.30801248699271
6,92942270629565.56,110009.03577534293,736.0,250.70588235294116,1.6980630630630633,-80.6017264573991,1.0392342342342349,-80.85948430493274,1.0,-34465896289929.754,-27.051559663131737,15.45571402338251
7,84424796229486.47,79179.31613990314,461.3571428571428,256.7142857142857,2.306891891891892,-80.6017264573991,1.6480630630630633,-80.85948430493274,1.0714285714285714,-15150311383537.045,-15.214958584243119,15.266835141965217
8,16401056829491.324,5427.254099749797,500.9,252.5,4.133378378378378,-80.6017264573991,3.75,-80.85948430493274,3.7,2550062906867.3145,18.410685335021906,4.505723204994797
9,2230947726602.9565,14925.837905062232,331.42857142857144,245.42857142857144,4.742207207207208,-80.6017264573991,4.083378378378377,-80.85948430493274,3.2857142857142856,381913703140.9015,20.65476883036592,0.7581388434666271
10,231375852365235.12,469564.1753183918,69.6842105263158,256.1578947368421,5.351036036036035,-80.6017264573991,4.6922072072072085,-80.85948430493274,1.7894736842105263,-2973908819582.4067,-1.269004416538344,27.77260529054165
11,122343091221492.12,36748.21847472296,39.0,254.22222222222226,5.5,-80.6017264573991,5.3010360360360345,-80.85948430493274,1.0,10450912721034.695,9.340163772923551,32.00369984969361
12,15531649659890.436,2087.679001673087,986.0,257.0,0.480405405405406,-80.39396860986547,0.42,-80.42,1.0,-7347503650470.184,-32.114403670449335,44.640998959417274
