,Calories 2050,ΔCalories,Population 2050,min_lon,min_lat,max_lon,max_lat,percent_change_in_production
0,151791975388.2921,151791975388.2921,1674.6777681649316,50.805,-25.42,50.94,-25.39,inf
0,41389738882374.984,41389738882374.984,3596.0893195344115,50.805,-25.25,50.94,-25.137500000000003,inf
0,474783398438.1849,474783398438.1849,1124.3058337374864,50.805,-25.1875,50.94,-25.08,inf
0,153278364580.40546,153278364580.40546,1903.184370988604,50.89,-25.42,51.025,-25.39,inf
0,467789725498.2873,467789725498.2873,1914.2985053671875,50.89,-25.17,51.025,-25.137500000000003,inf
0,75932339343.35072,75932339343.35072,31312.517632845444,50.975,-25.439999999999998,51.11,-25.33,inf
0,18870923649771.83,18870923649771.83,6079.431505085064,51.145,-25.945,51.279999999999994,-25.642500000000002,inf
0,4480324755672.027,4480324755672.027,142405.4037927878,51.145,-25.6925,51.279999999999994,-25.39,inf
0,8376006055783.06,8376006055783.06,231379.82884322398,51.145,-25.439999999999998,51.279999999999994,-25.137500000000003,inf
0,2405217026014.9766,2405217026014.9766,40462.11761867036,51.145,-25.1875,51.279999999999994,-24.885,inf
0,18715522694847.74,18715522694847.74,17865.304165509937,51.23,-25.945,51.364999999999995,-25.642500000000002,inf
0,18110720791508.285,18110720791508.285,65446.69170172562,51.23,-25.6925,51.364999999999995,-25.39,inf
0,1013888294691.9396,1013888294691.9396,388458.5574079926,51.23,-25.439999999999998,51.364999999999995,-25.137500000000003,inf
0,511203861212.289,511203861212.289,52449.8229594103,51.23,-25.1875,51.364999999999995,-25.08,inf
0,2616067094603.571,2616067094603.571,20536.252939371076,51.315,-25.945,51.449999999999996,-25.642500000000002,inf
0,11134395384367.473,11134395384367.473,46864.74815148463,51.315,-25.6925,51.449999999999996,-25.39,inf
0,138767628560.8194,138767628560.8194,462847.6816307263,51.315,-25.439999999999998,51.449999999999996,-25.137500000000003,inf
0,71131156813.7839,71131156813.7839,65933.93535288269,51.315,-25.1875,51.449999999999996,-25.08,inf
0,571018267943.9957,571018267943.9957,74562.94928441478,51.4,-25.1875,51.535,-25.08,inf
