,percent_cropland 2050,Calories 2050,Population 2050,Precipitation 2050,Temperature 2050,max_lat,max_lon,min_lat,min_lon,workability_index 2050,ΔCalories,percent_change_in_production
0,40.58272632674297,13988224877621.793,19675.12980771844,2016.0,262.0,-18.391,-67.01590909090909,-18.525,-67.19500000000001,1.0,1216818442289.582,9.527677695098973
1,11.030176899063477,7444624809069.594,33392.194457765945,2087.0,262.0,-18.223,-67.01590909090909,-18.357,-67.19500000000001,1.0,-66808319306.09083,-0.8894217410218452
2,31.685744016649323,22346774836149.04,30290.461835390925,1651.5,264.0,-18.139,-67.01590909090909,-18.273,-67.19500000000001,1.0,6500345498074.872,41.02088463838671
3,30.801248699271593,17673817558593.418,22543.02104276808,1269.5,268.5,-18.055,-67.01590909090909,-18.189,-67.19500000000001,2.0,-2340513493464.6826,-11.694187966497159
4,22.684703433923,16045256691408.02,34216.86322865683,2105.0,254.0,-18.391,-66.88681818181817,-18.525,-67.0659090909091,1.0,-1961074828878.329,-10.89102922862959
5,3.902185223725288,2683967208940.677,26233.35822183288,2252.0,253.0,-18.223,-66.88681818181817,-18.357,-67.0659090909091,1.0,-1152730928801.75,-30.04486898414257
6,3.1217481789802286,1087696894930.3776,12118.407561032085,2196.0,243.0,-18.139,-66.88681818181817,-18.273,-67.0659090909091,1.0,-543459335575.9108,-33.317430017554386
7,34.287200832466176,19679033867178.97,25814.13307307271,1161.0,270.5,-18.055,-66.88681818181817,-18.189,-67.0659090909091,2.0,-478845558374.8779,-2.375475853714326
8,19.77107180020812,6777651002353.902,15974.56762502535,2039.0,254.0,-18.391,-66.75772727272727,-18.525,-66.93681818181818,1.0,-2250468759316.876,-24.927325054673343
9,1.2486992715920917,420917437185.4912,12561.194674674844,2340.0,245.0,-18.223,-66.75772727272727,-18.357,-66.93681818181818,1.0,177802911747.16833,73.13545392921255
10,0.20811654526534865,65644234559.49971,13813.535336453608,2433.0,225.0,-18.139,-66.75772727272727,-18.273,-66.93681818181818,1.0,-217396148112.7072,-76.80746685693849
11,10.301768990634756,2986683317056.648,15428.196778974192,1224.0,269.0,-18.055,-66.75772727272727,-18.189,-66.93681818181818,1.0,-938827235494.3656,-23.91605430494293
12,6.555671175858481,4486595245910.854,29603.608330794483,1923.0,257.0,-18.391,-66.62863636363636,-18.525,-66.80772727272728,2.0,-483468274200.2566,-9.727607549560023
13,2.393340270551509,2361680251379.064,33434.42816840456,2185.0,241.66666666666663,-18.223,-66.62863636363636,-18.357,-66.80772727272728,1.0,-1021096173022.3596,-30.185151039150963
14,0.5202913631633715,169061528332.12375,17063.308228751368,2331.0,228.0,-18.139,-66.62863636363636,-18.273,-66.80772727272728,1.0,-88386053613.59955,-34.33166975024595
15,9.781477627471382,5820029098844.994,45824.465173649216,1242.5,268.5,-18.055,-66.62863636363636,-18.189,-66.80772727272728,1.5,-2863948555489.3574,-32.979685916855175
16,6.243496357960456,2250950923896.4893,16646.750472242064,1880.0,258.0,-18.391,-66.49954545454545,-18.525,-66.67863636363637,2.0,-3282572869382.6167,-59.32156419693282
17,0.3121748178980229,103864840488.2756,13664.161370405449,2400.0,222.0,-18.223,-66.49954545454545,-18.357,-66.67863636363637,2.0,-379050349509.803,-78.49211566762091
18,3.1217481789802286,1077042322552.428,21565.86634820303,1973.0,238.0,-18.139,-66.49954545454545,-18.273,-66.67863636363637,1.0,-245252997660.8425,-18.54752065682923
19,20.187304890738808,5756484523029.079,25149.06327185829,1048.0,274.0,-18.055,-66.49954545454545,-18.189,-66.67863636363637,1.0,-1493797986491.202,-20.60330731291794
20,8.116545265348593,5596185049054.585,43665.655711953186,1870.5,262.5,-18.391,-66.37045454545454,-18.525,-66.54954545454547,1.0,-5916521763275.218,-51.39123109552986
21,3.1997918834547345,4358265396940.5967,62798.860327371935,2016.0,237.25,-18.223,-66.37045454545454,-18.357,-66.54954545454547,1.5,-10170415904988.008,-70.00233327189811
22,1.7689906347554634,1246674438861.253,28807.39174391277,1584.0,248.5,-18.139,-66.37045454545454,-18.273,-66.54954545454547,1.0,-6402740185222.593,-83.70235501503404
23,6.0353798126951075,3687726738179.4087,28618.45145947685,1045.5,270.5,-18.055,-66.37045454545454,-18.189,-66.54954545454547,1.5,-3527337030667.5317,-48.888508039219246
24,8.740894901144639,3036576957514.6587,36096.041069387684,1935.0,265.0,-18.391,-66.24136363636363,-18.525,-66.42045454545455,2.0,-4590047794046.445,-60.184523869578115
25,11.966701352757545,8279549766127.077,54632.194385988914,1815.5,240.5,-18.223,-66.24136363636363,-18.357,-66.42045454545455,1.0,-6186666269746.326,-42.766306367916776
26,5.827263267429763,2116477522197.421,16091.932884063186,1596.0,239.0,-18.139,-66.24136363636363,-18.273,-66.42045454545455,1.0,-5477457389957.392,-72.12936973149718
27,4.890738813735691,1581448497525.8196,11774.313960671147,1187.0,264.0,-18.055,-66.24136363636363,-18.189,-66.42045454545455,2.0,-2860138814647.545,-64.39451965311062
28,10.77003121748179,7119305673483.768,151543.44507885902,1891.5,268.5,-18.391,-66.11227272727272,-18.525,-66.29136363636364,1.0,-1683464709281.6868,-19.124260159934035
29,9.755463059313216,13466953576418.16,221190.3904449388,1849.25,249.25,-18.223,-66.11227272727272,-18.357,-66.29136363636364,1.0,-12045340743711.367,-47.21386713623572
30,17.68990634755463,12827343963715.135,48728.366204085476,1706.5,240.5,-18.139,-66.11227272727272,-18.273,-66.29136363636364,1.0,-2789136935465.734,-17.860214176754972
