,Calories 2050,Population 2050,Precipitation 2050,Temperature 2050,max_lat,max_lon,min_lat,min_lon,workability_index 2050,ΔCalories,percent_change_in_production,percent_cropland 2050
0,569569351421.9745,0.0,417.33333333333326,-0.16666666666666666,-64.25,-160.67,-64.33,-160.945,6.0,569569351421.9745,inf,0.32951786333680205
1,2883643258202.875,18.671745756019945,777.0,69.6,-56.17,-159.92486547085198,-56.42,-160.33,1.0,2883643258202.875,inf,1.4776274713839752
2,2200079074588.2026,0.4445653751433321,724.0,69.0,-56.5,-159.83,-56.61608108108109,-159.83,1.0,2200079074588.2026,inf,5.6191467221644125
3,14306153753920.322,11040.336526309507,2549.1666666666665,207.5,-21.978513513513516,-159.439798206278,-22.17,-159.75,2.5,14306153753920.322,inf,4.0235865417967425
4,14296257091211.256,9192.278261838675,2456.5,236.5,-22.0,-159.439798206278,-22.028513513513516,-159.58,2.0,14296257091211.256,inf,13.059313215400625
5,624113933961.781,4.001088376289987,619.3333333333334,66.33333333333333,-56.566081081081094,-159.17,-56.75,-159.25,1.0,624113933961.781,inf,0.5549774540409297
6,81547086261.78244,0.4445653751433321,646.0,67.0,-56.58,-159.33,-56.61608108108109,-159.33,1.0,81547086261.78244,inf,0.20811654526534862
7,34890726756472.16,10196.551444287465,2346.0,242.0,-21.978513513513516,-159.42,-22.17,-159.489798206278,2.0,34890726756472.16,inf,29.084287200832467
8,199606690037.5731,0.0,554.0,62.0,-57.25,-158.33,-57.25,-158.33,1.0,199606690037.5731,inf,0.5202913631633714
9,89861021498979.6,141153.95226175932,1569.75,239.25,-21.454459459459464,-157.98459641255604,-21.58,-158.17,1.5,89861021498979.6,inf,38.47554630593132
10,40581916302642.91,56578.05703299128,930.0,252.0,-21.42,-157.98459641255604,-21.50445945945946,-158.08,2.0,40581916302642.91,inf,64.20395421436004
11,36669797115.80626,0.0,596.0,58.0,-58.0,-157.49952914798203,-58.0,-157.58,1.0,36669797115.80626,inf,0.10405827263267431
12,272737740332.5289,0.0,578.0,61.0,-57.42,-157.92,-57.42,-158.03459641255606,1.0,272737740332.5289,inf,0.7284079084287203
13,75460338500.25778,0.0,583.0,61.0,-57.08,-157.92,-57.14013513513513,-158.03459641255606,2.0,75460338500.25778,inf,0.20811654526534862
14,3625302583988.68,139202.75483025526,3079.0,234.33333333333331,-21.454459459459464,-157.92,-21.58,-158.03459641255606,1.6666666666666667,3625302583988.68,inf,2.3586541796739517
15,7309595894854.17,188485.04949176926,2663.5,245.5,-21.42,-157.83,-21.50445945945946,-158.03459641255606,2.5,7309595894854.17,inf,6.607700312174818
16,113866761022.3608,0.0,606.0,57.0,-58.08,-157.01446188340802,-58.18824324324325,-157.08,1.0,113866761022.3608,inf,0.31217481789802287
17,260744169669.9508,0.0,601.0,60.0,-57.5,-157.5,-57.66418918918919,-157.549529147982,1.0,260744169669.9508,inf,0.36420395421436014
18,116658769110.43045,0.0,626.0,60.0,-56.92,-157.5,-56.92,-157.549529147982,2.0,116658769110.43045,inf,0.31217481789802287
19,1416855077871.3284,819.3339863891607,1965.5,217.0,-21.17,-156.83,-21.17,-156.92,3.0,1416855077871.3284,inf,1.0926118626430799
20,16160740276819.98,8033.296328840009,1743.0,220.0,-20.92,-156.52939461883406,-20.980405405405406,-156.58,1.0,16160740276819.98,inf,23.413111342351723
21,38354076677.91344,0.0,713.0,50.0,-58.138243243243245,-156.17,-58.17,-156.17,1.0,38354076677.91344,inf,0.10405827263267431
22,181239631871854.3,58011.780367828535,1572.111111111111,204.88888888888889,-20.75,-156.17,-20.980405405405406,-156.5793946188341,1.3333333333333333,181239631871854.3,inf,30.327205457278293
23,100567641211035.3,8673.470469046406,1137.5714285714287,206.85714285714286,-19.882297297297303,-155.5592600896861,-20.17,-155.83,1.0,100567641211035.3,inf,24.00773004310985
24,2883271124293.4487,11186.598534731662,1088.3333333333333,192.33333333333331,-19.58,-155.92,-19.75,-156.0943273542601,1.0,2883271124293.4487,inf,1.5608740894901143
25,15573855908896.186,803.774198259144,1425.25,202.75,-19.08,-155.5592600896861,-19.17,-155.83,2.5,15573855908896.186,inf,6.3735691987513
26,206159315837039.03,3720.1230591994013,1833.555555555556,180.11111111111111,-19.882297297297303,-155.25,-20.08,-155.60926008968607,1.0,206159315837039.03,inf,37.622846571858005
