,Calories 2050,ΔCalories,Population 2050,min_lon,min_lat,max_lon,max_lat,percent_change_in_production
0,252401718855.9685,252401718855.9685,36.89892613689655,57.475,-43.416111111111114,57.5,-43.33,inf
0,1655654043909.5083,1655654043909.5083,0.0,58.33,-43.83,58.359054054054056,-43.75555555555556,inf
0,1389561965964.877,-2221061888898.091,60.01632564434981,58.33,-43.80555555555556,58.359054054054056,-43.560833333333335,-61.51462955374469
0,188034029900.77893,188034029900.77893,113.80873603669298,58.25,-43.42,58.359054054054056,-43.36611111111112,inf
0,1982423847323.681,-2993669975632.326,1353.2570019363025,58.10054054054054,-42.67,58.359054054054056,-42.58722222222222,-60.161043624654994
0,26790350881866.047,-2451217418123.8887,3685.0023945630783,58.10054054054054,-42.63722222222222,58.359054054054056,-42.392500000000005,-8.382646898335933
0,17955259671925.008,17955259671925.008,0.0,58.5,-44.195,58.567567567567565,-43.95027777777778,inf
0,47971738760020.96,47971738760020.96,2.6673922508599914,58.30905405405406,-44.000277777777775,58.567567567567565,-43.75555555555556,inf
0,42377992246177.08,20331857754187.45,142.26092004586621,58.30905405405406,-43.80555555555556,58.567567567567565,-43.560833333333335,92.22413916405591
0,26052344064514.46,-16936565686701.723,278.7424902148691,58.30905405405406,-43.61083333333333,58.567567567567565,-43.36611111111112,-39.39752318613425
0,7572428938991.531,-8202521174689.092,128.03482804127964,58.30905405405406,-43.416111111111114,58.567567567567565,-43.17138888888889,-51.99712909123916
0,10872377999031.928,-10027676898907.744,96.47068640610303,58.5,-43.22138888888889,58.567567567567565,-42.97666666666667,-47.979189279049564
0,1193793509991.595,1193793509991.595,0.0,58.51756756756757,-44.195,58.77608108108108,-43.95027777777778,inf
0,6876415645331.885,6876415645331.885,62.6837178952098,58.51756756756757,-44.000277777777775,58.77608108108108,-43.75555555555556,inf
0,7350945112394.409,1452977384646.5195,244.06639095368928,58.51756756756757,-43.80555555555556,58.77608108108108,-43.560833333333335,24.63522100690321
0,72677120623427.4,-37370616265510.95,743.7578726147943,58.51756756756757,-43.61083333333333,58.77608108108108,-43.36611111111112,-33.958550463628235
0,71144558023310.19,-68622176991094.3,438.78602526646864,58.51756756756757,-43.416111111111114,58.77608108108108,-43.17138888888889,-49.09764614879359
0,139939142714819.9,-105236997897337.14,8232.017051529077,58.51756756756757,-43.22138888888889,58.77608108108108,-42.97666666666667,-42.92301756385465
0,135116975291391.53,-117260745723512.16,19143.87418442216,58.51756756756757,-43.026666666666664,58.77608108108108,-42.78194444444445,-46.46239979185308
0,60105484227486.06,-49700728500068.81,7475.366783035127,58.51756756756757,-42.831944444444446,58.77608108108108,-42.75,-45.26221901795623
0,39689933848453.26,-27318494541974.0,1513.300536987902,58.726081081081084,-43.80555555555556,58.9845945945946,-43.560833333333335,-40.768743870251235
0,51300613257960.52,-27809103767215.777,982.0449136916202,58.726081081081084,-43.61083333333333,58.9845945945946,-43.36611111111112,-35.152576463351096
0,64668981612177.93,-57786589072261.445,411.2229720075821,58.726081081081084,-43.416111111111114,58.9845945945946,-43.17138888888889,-47.18984097601734
0,85475437938158.31,-68397593213807.734,15352.176099824683,58.726081081081084,-43.22138888888889,58.9845945945946,-42.97666666666667,-44.45066994635195
0,165295719059511.97,-126114788650322.6,36216.51828605154,58.726081081081084,-43.026666666666664,58.9845945945946,-42.78194444444445,-43.277364856005306
0,86283851470656.0,-62644859719178.78,11663.617182260457,58.726081081081084,-42.831944444444446,58.9845945945946,-42.58722222222222,-42.06365530104355
0,930680936907.3452,930680936907.3452,0.0,59.08,-44.0,59.193108108108106,-43.95027777777778,inf
0,8819276234774.535,8819276234774.535,3952.6307503993644,58.9345945945946,-44.000277777777775,59.193108108108106,-43.75555555555556,inf
0,33302363544548.312,-28027150679811.043,9645.734944484873,58.9345945945946,-43.80555555555556,59.193108108108106,-43.560833333333335,-45.699286932683705
0,116666505483211.19,-76908145588573.39,3214.6522276614332,58.9345945945946,-43.61083333333333,59.193108108108106,-43.36611111111112,-39.730483905174665
0,60655095909711.98,-55250626550176.74,439.6751560167553,58.9345945945946,-43.416111111111114,59.193108108108106,-43.17138888888889,-47.668592522942276
0,59177097036093.12,-54997089183211.33,1842.2789145939678,58.9345945945946,-43.22138888888889,59.193108108108106,-42.97666666666667,-48.169460194420445
0,142014857697002.47,-103107229766450.77,10481.517849754338,58.9345945945946,-43.026666666666664,59.193108108108106,-42.78194444444445,-42.06362259452595
0,115710029695451.66,-83112966540320.94,15753.618633579112,58.9345945945946,-42.831944444444446,59.193108108108106,-42.58722222222222,-41.80249172070726
0,28471575802801.24,-21334455818357.09,4470.549412441346,59.08,-42.63722222222222,59.193108108108106,-42.58,-42.835084675354665
0,2088545412021.044,2088545412021.044,127.14569729099293,59.14310810810811,-43.83,59.25,-43.75555555555556,inf
0,45523302303886.4,-38564317030388.4,516.5849659165517,59.14310810810811,-43.80555555555556,59.40162162162162,-43.560833333333335,-45.862063090504535
0,171505490991486.3,-112633038538823.81,1008.2742708250769,59.14310810810811,-43.61083333333333,59.40162162162162,-43.36611111111112,-39.64018492142186
0,135023653147123.5,-104083930419970.48,3849.4915833661107,59.14310810810811,-43.416111111111114,59.40162162162162,-43.17138888888889,-43.530166993120226
0,88833938356012.88,-75680019710117.78,7954.163692064495,59.14310810810811,-43.22138888888889,59.40162162162162,-42.97666666666667,-46.002187656135675
0,222754390364771.1,-169527958312756.56,22326.517705073275,59.14310810810811,-43.026666666666664,59.40162162162162,-42.78194444444445,-43.215800783357594
