,Calories 2050,Population 2050,Precipitation 2050,Temperature 2050,max_lat,max_lon,min_lat,min_lon,workability_index 2050,ΔCalories,percent_change_in_production,percent_cropland 2050
0,43996553547.07846,0.0,522.0,10.0,-63.67,-171.67,-63.67,-171.695,6.0,43996553547.07846,inf,0.10405827263267431
1,66435360141.3014,0.0,509.0,4.0,-63.58,-170.58,-63.58,-170.58,6.0,66435360141.3014,inf,0.20811654526534862
2,142565201625.55106,0.0,499.0,14.0,-63.42,-170.25,-63.42,-170.33096412556054,6.0,142565201625.55106,inf,0.41623309053069724
3,38804376453.3523,0.0,503.0,15.0,-63.26445945945946,-169.25,-63.33,-169.25,6.0,38804376453.3523,inf,0.10405827263267431
4,151806073320.70914,0.0,493.8,-3.0,-65.5,-167.0,-65.83,-167.60289237668158,6.0,151806073320.70914,inf,0.10405827263267431
5,27471838324.107964,0.0,309.0,-20.0,-68.42,-166.42,-68.42,-166.42,6.0,27471838324.107964,inf,0.10405827263267431
6,151277237241.38882,0.0,459.2,-2.6,-65.58,-166.18885650224217,-66.04418918918921,-166.75,6.0,151277237241.38882,inf,0.10405827263267431
7,38415849673.98581,2.22273156464438,512.0,13.0,-64.62932432432432,-166.33,-64.75,-166.33,6.0,38415849673.98581,inf,0.10405827263267431
8,103443203220.53363,12.002750449079652,809.0,39.0,-60.08,-166.18885650224217,-60.08,-166.75,1.3333333333333333,103443203220.53363,inf,0.10405827263267431
9,57282981928.18112,0.0,303.0,-35.0,-68.72391891891891,-166.0,-68.83,-166.0,6.0,57282981928.18112,inf,0.20811654526534862
10,414042201876.00415,0.0,308.0,-27.57142857142857,-68.33,-165.67,-68.77391891891892,-166.0,6.0,414042201876.00415,inf,0.22298201278430213
11,76933911578.24901,0.0,408.0,7.0,-66.17,-165.5068385650224,-66.17,-165.58,6.0,76933911578.24901,inf,0.20811654526534862
12,1173902452173.051,0.0,448.9090909090909,4.0,-65.31175675675675,-165.67,-66.04418918918921,-166.08,6.0,1173902452173.051,inf,0.31217481789802287
13,525857679417.7639,12.891843074937404,491.16666666666674,5.333333333333333,-64.92,-165.5068385650224,-65.36175675675675,-166.23885650224216,6.0,525857679417.7639,inf,0.2428026361429067
14,124836691793.52617,8.001833632719768,707.5,33.5,-61.8995945945946,-165.5068385650224,-62.08,-165.58,1.0,124836691793.52617,inf,0.20811654526534862
15,61649113815.62367,6.2236483810042635,745.0,35.0,-61.67,-165.75,-61.75,-165.92,1.0,61649113815.62367,inf,0.10405827263267431
