,Calories 2050,ΔCalories,Population 2050,min_lon,min_lat,max_lon,max_lat,percent_change_in_production
0,940995924858.2491,940995924858.2491,0.0,-179.75,-71.5,-177.80337209302323,-71.18941860465117,inf
0,668904695249.21,668904695249.21,0.0,-179.945,-71.23941860465118,-178.0,-71.08,inf
0,88456017578.63179,88456017578.63179,0.0,-179.945,-68.67,-179.33,-68.53755813953488,inf
0,346100444269.1546,346100444269.1546,0.0,-179.945,-68.33,-178.0,-68.09558139534883,inf
0,1276504253166.6052,1276504253166.6052,0.0,-179.58,-68.14558139534884,-177.80337209302323,-67.6536046511628,inf
0,1415402567042.0103,1415402567042.0103,0.0,-179.945,-67.7036046511628,-177.80337209302323,-67.21162790697674,inf
0,1322390185389.241,1322390185389.241,0.0,-179.945,-67.26162790697676,-177.80337209302323,-66.7696511627907,inf
0,968861448655.7788,968861448655.7788,0.0,-179.945,-66.8196511627907,-177.80337209302323,-66.32767441860464,inf
0,426066220924.71783,426066220924.71783,0.0,-179.945,-66.37767441860466,-177.80337209302323,-65.8856976744186,inf
0,160221906575.83783,160221906575.83783,0.0,-179.945,-65.9356976744186,-177.80337209302323,-65.58,inf
0,101843418302.43102,101843418302.43102,0.0,-177.67,-68.0,-176.67,-67.6536046511628,inf
0,260066439242.08524,260066439242.08524,0.0,-177.58,-67.7036046511628,-175.7117441860465,-67.21162790697674,inf
0,243966991933.29495,243966991933.29495,0.4445463129288759,-177.85337209302324,-67.26162790697676,-176.0,-66.7696511627907,inf
0,263921990723.2992,263921990723.2992,32.00733453087907,-177.85337209302324,-66.8196511627907,-175.7117441860465,-66.32767441860464,inf
0,434529092275.2473,434529092275.2473,35.119158721381204,-177.67,-66.37767441860466,-176.0,-65.8856976744186,inf
0,295184224738.16547,295184224738.16547,15.114574639581784,-177.85337209302324,-65.9356976744186,-175.7117441860465,-65.58,inf
0,35331838390.30587,35331838390.30587,3.111824190502132,-175.75,-65.17,-175.7117441860465,-65.17,inf
0,52452082017.4991,52452082017.4991,0.0,-175.58,-67.33,-175.25,-67.21162790697674,inf
0,107295571666.23724,107295571666.23724,1.3336389387866276,-175.58,-67.26162790697676,-173.62011627906975,-66.92,inf
0,124666409714.22015,124666409714.22015,9.780018884435272,-175.58,-66.8196511627907,-174.83,-66.32767441860464,inf
0,446335992618.75,446335992618.75,7.557287319790891,-175.7617441860465,-66.37767441860466,-173.75,-65.8856976744186,inf
0,493973533450.01666,493973533450.01666,41.342807102385464,-175.7617441860465,-65.9356976744186,-173.62011627906975,-65.44372093023256,inf
0,634184619441.8431,634184619441.8431,78.68469738841108,-175.7617441860465,-65.49372093023257,-173.75,-65.00174418604651,inf
0,358704590771.7291,358704590771.7291,41.78735341531434,-175.42,-65.05174418604652,-173.62011627906975,-64.55976744186046,inf
0,1366101194369.282,1366101194369.282,0.0,-173.67011627906976,-66.8196511627907,-171.528488372093,-66.32767441860464,inf
0,1362507149927.7903,1362507149927.7903,0.0,-173.42,-66.37767441860466,-171.528488372093,-65.8856976744186,inf
0,597937923145.1932,597937923145.1932,0.0,-173.67011627906976,-65.9356976744186,-171.67,-65.44372093023256,inf
0,492811001621.8047,492811001621.8047,29.78460296623469,-173.67011627906976,-65.49372093023257,-172.67,-65.00174418604651,inf
0,178830071772.28168,178830071772.28168,14.225482013724033,-173.67011627906976,-65.05174418604652,-173.25,-64.55976744186046,inf
0,126652976452.13013,126652976452.13013,11.113657823221901,-173.33,-64.60976744186047,-173.08,-64.42,inf
0,250481562180.6425,250481562180.6425,0.0,-171.08,-66.5,-171.08,-66.5,inf
0,1225188843392.2817,1225188843392.2817,0.0,-171.578488372093,-66.37767441860466,-170.5,-65.8856976744186,inf
0,791646891199630.1,-579272645051367.8,590391.7336356428,19.83,-54.88627906976745,20.90127906976746,-54.3943023255814,-42.25431396473369
0,30293060432872.586,-19226876270958.906,6898.914230343226,20.75,-54.4443023255814,20.90127906976746,-54.33,-38.826536443192325
0,342478699679770.25,-202182197947850.25,76377.05747799724,21.25,-55.08,22.58,-54.83627906976745,-37.12074775855862
0,1893278870641050.8,-1355143052668638.5,129583.02748720268,20.851279069767465,-54.88627906976745,22.67,-54.3943023255814,-41.71696548852054
0,264168960633019.1,-186757379352978.94,13849.3958329862,20.851279069767465,-54.4443023255814,22.67,-54.33,-41.416382852857524
0,335801150709.8662,335801150709.8662,148.92301483117342,28.75,-69.08,29.26779069767445,-68.97953488372093,inf
0,1197490583290.909,1197490583290.909,825.5225031089226,28.58,-69.02953488372094,29.26779069767445,-68.53755813953488,inf
0,1535527143601.9587,1535527143601.9587,1117.5894307031942,28.5,-68.58755813953489,29.26779069767445,-68.09558139534883,inf
0,14472091396.5117,14472091396.5117,33.78551978259457,29.17,-68.14558139534884,29.26779069767445,-68.08,inf
0,509858133455.37555,509858133455.37555,138.2539033208804,29.17,-67.0,29.26779069767445,-66.92,inf
0,1268756051655.0935,269501156820.36295,563.6847247938147,29.08,-61.08,29.26779069767445,-61.02395348837209,26.97021132580355
0,50530698024169.74,20930011760798.395,9869.817239646905,28.42,-61.07395348837209,29.26779069767445,-60.58197674418605,70.70785986032266
0,32511649157390.457,13268880890685.488,41044.96107272313,28.58,-60.63197674418605,29.26779069767445,-60.14000000000001,68.95515607099072
0,1984846924076.1702,696439214509.3339,19797.87004628749,29.08,-59.83,29.26779069767445,-59.69802325581396,54.05425699784714
0,351191921216586.75,120586385220899.89,94122.45719749211,28.08,-59.748023255813955,29.26779069767445,-59.25604651162791,52.29119270716696
