,Calories 2050,Population 2050,Precipitation 2050,Temperature 2050,max_lat,max_lon,min_lat,min_lon,workability_index 2050,ΔCalories,percent_change_in_production,percent_cropland 2050
0,582681815694.0736,0.0,412.33333333333326,2.0,-64.1813963963964,-160.67,-64.33,-160.945,6.0,582681815694.0736,inf,0.329517863336802
1,771460922556.0593,2.6671217498712947,766.0,69.0,-56.354369369369365,-159.92486547085198,-56.42,-160.0,1.0,771460922556.0593,inf,1.977107180020812
2,2092705857930.028,16.002730499227766,794.25,69.75,-56.17,-159.92486547085198,-56.40436936936936,-160.33,1.0,2092705857930.028,inf,1.352757544224766
3,2182187781846.3064,0.4445202916452158,737.0,69.0,-56.5,-159.83,-56.5,-159.83,1.0,2182187781846.3064,inf,5.6191467221644125
4,28604671638211.977,15839.147031902328,2645.875,215.625,-21.91545045045045,-159.439798206278,-22.17,-159.75,2.375,28604671638211.977,inf,6.282518210197713
5,702308924526.9921,4.445202916452158,634.5,66.75,-56.58,-159.17,-56.75,-159.33,1.0,702308924526.9921,inf,0.4682622268470344
6,33339890846401.645,8272.967147809111,2467.0,243.0,-22.08,-159.42,-22.17,-159.489798206278,2.0,33339890846401.645,inf,29.08428720083247
7,192296650420.24026,0.0,556.0,62.0,-57.25,-158.33,-57.25,-158.33,1.0,192296650420.24026,inf,0.5202913631633715
8,135827067946339.22,164640.53657897175,1533.2,242.6,-21.393648648648647,-157.98459641255604,-21.58,-158.17,1.6,135827067946339.22,inf,43.62122788761706
9,36519729536.741165,0.0,593.0,58.0,-57.91977477477477,-157.49952914798203,-58.0,-157.58,1.0,36519729536.741165,inf,0.10405827263267431
10,339238518457.1599,0.0,579.0,61.0,-57.08,-157.92,-57.44797297297296,-158.03459641255606,1.5,339238518457.1599,inf,0.4682622268470344
11,10608094464298.008,274413.04451959115,3123.4,239.8,-21.393648648648647,-157.83,-21.58,-158.03459641255606,2.0,10608094464298.008,inf,4.0582726326742975
12,111683761625.35167,0.0,599.0,57.0,-58.08,-157.01446188340802,-58.08,-157.08,1.0,111683761625.35167,inf,0.31217481789802287
13,268989580820.6584,0.0,600.0,60.5,-57.397972972972966,-157.5,-57.58,-157.549529147982,1.0,268989580820.6584,inf,0.3642039542143601
14,114683340621.03535,0.0,625.0,60.0,-56.87617117117117,-157.5,-56.92,-157.549529147982,2.0,114683340621.03535,inf,0.31217481789802287
15,16830756230635.133,7312.358797563799,2112.333333333333,218.66666666666663,-20.871846846846854,-156.52939461883406,-21.17,-156.92,2.333333333333333,16830756230635.133,inf,8.532778355879293
16,38918925589.99456,0.0,704.0,51.0,-58.17,-156.17,-58.17,-156.17,1.0,38918925589.99456,inf,0.10405827263267431
17,133317610491442.88,26207.582834526987,1450.0,243.33333333333331,-20.871846846846854,-156.33,-20.92,-156.5793946188341,1.0,133317610491442.88,inf,65.62608394033992
18,46050844132218.13,21821.50111686365,1959.833333333333,186.16666666666663,-20.75,-156.17,-20.921846846846847,-156.42,1.5,46050844132218.13,inf,12.677766215747486
19,99854260490937.86,6477.549689854084,1273.857142857143,207.42857142857144,-20.0,-155.5592600896861,-20.17,-155.83,1.0,99854260490937.86,inf,24.007730043109852
20,2792920694407.27,9227.796734263036,1214.3333333333333,192.66666666666663,-19.58,-155.92,-19.75,-156.0943273542601,1.0,2792920694407.27,inf,1.5608740894901143
21,15539586643099.373,580.0989805970066,1574.0,203.25,-19.08,-155.5592600896861,-19.17,-155.83,2.5,15539586643099.373,inf,6.3735691987513
22,202598913568978.3,2632.893687414613,2038.2222222222226,180.66666666666663,-19.828243243243246,-155.25,-20.08,-155.60926008968607,1.0,202598913568978.3,inf,37.62284657185801
23,79571035506014.22,29604.16238298808,3315.25,187.25,-19.306441441441446,-155.0741928251121,-19.87824324324324,-155.60926008968607,1.5,79571035506014.22,inf,9.430280957336112
24,34556133701719.344,376.95320731514295,2118.6666666666665,206.0,-19.25,-155.42,-19.35644144144144,-155.60926008968607,1.3333333333333333,34556133701719.344,inf,18.626430801248695
25,21037749212151.992,16369.015219543428,4328.6,236.0,-19.5,-155.0,-19.67,-155.1241928251121,1.2,21037749212151.992,inf,7.929240374609781
26,66358212212.311066,2266.6089670989554,538.0,42.0,-60.52878378378379,-151.19365470852017,-60.58,-151.25,1.0,66358212212.311066,inf,0.20811654526534862
27,39714913168.15358,48.452711789328525,693.0,37.0,-60.0,-151.33,-60.05698198198198,-151.33,1.0,39714913168.15358,inf,0.10405827263267431
28,31767579556.38385,0.0,473.0,-2.0,-64.67,-150.7085874439462,-64.7531981981982,-150.75,6.0,31767579556.38385,inf,0.10405827263267431
29,44466336630.8346,0.0,534.0,9.0,-64.17,-150.7085874439462,-64.2313963963964,-150.75,1.0,44466336630.8346,inf,0.10405827263267431
30,599129347517.1614,3914.001167936125,563.0,43.66666666666666,-60.52878378378379,-150.92,-60.58,-151.24365470852018,1.0,599129347517.1614,inf,0.6243496357960457
31,502562966078.6334,276.047101111679,625.6,45.2,-60.17,-150.7085874439462,-60.57878378378378,-151.24365470852018,2.6,502562966078.6334,inf,0.2913631633714881
32,40513798476.66892,0.0,513.0,6.0,-64.33,-150.22352017937214,-64.33,-150.25,1.0,40513798476.66892,inf,0.10405827263267431
33,101592104317.06218,32.89450158174597,771.0,36.0,-62.33,-150.22352017937214,-62.33,-150.33,1.0,101592104317.06218,inf,0.31217481789802287
34,502351409463.372,20.447933415679927,630.0,42.6,-61.75,-150.22352017937214,-62.14418918918918,-150.42,1.0,502351409463.372,inf,0.31217481789802287
35,74843726078.68887,17.336291374163412,713.0,51.0,-60.5,-150.22352017937214,-60.57878378378378,-150.25,2.0,74843726078.68887,inf,0.20811654526534862
36,715260676754.3833,74.67940899639625,714.0,35.5,-62.09418918918919,-149.92,-62.33,-150.08,1.0,715260676754.3833,inf,1.040582726326743
37,2477390649333.483,734.7920420895417,559.4444444444445,43.111111111111114,-61.57238738738739,-149.7384529147982,-62.14418918918918,-150.27352017937218,1.0,2477390649333.483,inf,0.9018383628165106
38,37526491721128.94,85375.45625396344,480.1764705882353,48.470588235294116,-61.050585585585594,-149.7384529147982,-61.62238738738738,-150.27352017937218,1.0,37526491721128.94,inf,7.014751790414399
39,154389220818.67328,14.224649332646903,664.5,33.0,-60.83,-149.92,-60.92,-149.92,1.5,154389220818.67328,inf,0.20811654526534862
40,77155037281.6302,9.334926124549533,766.0,36.0,-60.5,-150.08,-60.57878378378378,-150.08,2.0,77155037281.6302,inf,0.20811654526534862
41,33068223465.948982,0.0,507.0,-5.0,-63.92,-149.42,-63.92,-149.42,6.0,33068223465.948982,inf,0.10405827263267431
42,12775773384006.33,12785.737148591345,562.0,21.47058823529412,-61.57238738738739,-149.2533856502242,-62.0,-149.78845291479817,2.764705882352941,12775773384006.33,inf,2.1974658750076514
43,6240589190238.923,46579.947800627226,564.7333333333332,36.66666666666666,-61.050585585585594,-149.2533856502242,-61.62238738738738,-149.78845291479817,1.6666666666666667,6240589190238.923,inf,1.2833853624696494
44,14849375222708.133,5749.869972430866,573.0454545454545,8.454545454545455,-61.57238738738739,-148.76831838565022,-62.14418918918918,-149.3033856502242,3.954545454545455,14849375222708.133,inf,2.014946551887239
45,10907945558193.014,6301.964174654224,670.047619047619,14.333333333333336,-61.050585585585594,-148.76831838565022,-61.62238738738738,-149.3033856502242,3.8571428571428568,10907945558193.014,inf,1.4270848818195332
46,4927086916084.148,228.48342990564092,612.6153846153846,-5.846153846153847,-61.57238738738739,-148.42,-62.0,-148.81831838565026,4.9230769230769225,4927086916084.148,inf,1.1126230689185943
47,4160840152961.8936,819.2508975021327,695.8,7.5,-61.42,-148.28325112107618,-61.62238738738738,-148.81831838565026,4.8,4160840152961.8936,inf,1.1966701352757543
48,1541563356147.0122,8780.609320867949,371.5,9.0,-64.70319819819821,-147.79818385650222,-64.92,-148.08,1.0,1541563356147.0122,inf,0.8844953173777317
49,1721979680167.8809,582.3215820552326,384.4285714285714,8.285714285714286,-64.58,-147.79818385650222,-64.7531981981982,-148.17,1.0,1721979680167.8809,inf,0.5648877657202318
50,106334624010.7434,5.778763791387805,624.0,-22.0,-61.57238738738739,-148.0,-61.67,-148.0,6.0,106334624010.7434,inf,0.31217481789802287
51,139997293859.42538,6.667804374678237,669.0,-10.0,-61.58,-148.25,-61.62238738738738,-148.33325112107622,6.0,139997293859.42538,inf,0.41623309053069724
52,5593273956589.916,19888.726888790243,387.91666666666674,0.5833333333333334,-64.83,-147.31311659192826,-65.275,-147.84818385650226,3.583333333333333,5593273956589.916,inf,1.3267429760665974
53,427768281613.938,132.91156720191952,401.5,6.0,-64.42,-147.75,-64.7531981981982,-147.84818385650226,1.0,427768281613.938,inf,0.6243496357960457
54,52527454346.652695,0.0,372.0,-27.0,-64.0,-147.75,-64.0,-147.84818385650226,6.0,52527454346.652695,inf,0.20811654526534862
55,7839070098280.85,5800.989805970066,392.47058823529403,-4.411764705882354,-64.70319819819821,-146.82804932735425,-65.275,-147.36311659192825,3.647058823529412,7839070098280.85,inf,1.536389790047132
56,1491150701001.7507,912.600158747628,420.6,1.0,-64.42,-147.0,-64.7531981981982,-147.36311659192825,1.0,1491150701001.7507,inf,0.9781477627471384
