,Calories 2050,Population 2050,Precipitation 2050,Temperature 2050,max_lat,max_lon,min_lat,min_lon,workability_index 2050,ΔCalories,percent_change_in_production,percent_cropland 2050
0,53766135887032.09,107699.26530038618,58.75,240.875,4.78509009009009,-81.01724215246638,4.1247297297297285,-81.275,3.0,52696275369626.53,4925.527628350682,7.8824141519250785
1,33386465962857.066,31576.94343730955,36.75,245.75,5.17,-81.01724215246638,4.73509009009009,-81.275,2.25,19754365953853.734,144.9106589652874,18.262226847034345
2,2752555085109.823,19.11437254074428,43.0,229.0,6.005810810810812,-81.01724215246638,5.92,-81.08,5.0,2752555085109.823,inf,6.347554630593133
3,6070961281986.021,5020.856694132712,175.5,254.5,4.17472972972973,-80.80948430493272,4.0,-81.06724215246638,4.0,5712117677604.21,1591.812591294364,6.347554630593133
4,44189129695928.06,92714.9307893176,134.35714285714286,240.57142857142856,4.78509009009009,-80.80948430493272,4.1247297297297285,-81.06724215246638,3.8571428571428568,33060455756803.29,297.07452961285486,6.704325851048014
5,109623695415120.12,63128.54921799532,45.63636363636363,250.3636363636364,5.25,-80.80948430493272,4.73509009009009,-81.06724215246638,1.6363636363636365,77267734209841.6,238.80525050585172,21.86169709582821
6,27257530426281.96,52.89791470578068,26.66666666666667,241.0,6.005810810810812,-80.80948430493272,5.83,-81.06724215246638,2.333333333333333,27257530426281.96,inf,22.407214706902533
7,129384955814056.36,55.56503645565198,26.0,239.33333333333331,6.08,-80.80948430493272,5.955810810810809,-81.06724215246638,2.0,129384955814056.36,inf,92.75060700659036
8,104839616065202.64,151652.98721797345,386.0,259.8,1.1229279279279267,-80.6017264573991,1.0,-80.85948430493274,1.0,-2604306530822.822,-2.4238751414676685,51.383975026014575
9,59290213586877.52,85311.00081167486,592.9285714285714,251.92857142857144,1.733288288288287,-80.6017264573991,1.072927927927927,-80.85948430493274,1.0,-16069048551552.295,-21.323256220362865,11.47614092463208
10,90818152422921.12,112895.70750971875,356.21428571428567,258.92857142857144,2.343648648648649,-80.6017264573991,1.6832882882882871,-80.85948430493274,1.0714285714285714,-8756955190102.392,-8.794321593037434,15.92091571279917
11,31073710571029.29,10652.484268985952,429.27272727272725,254.9090909090909,4.17472972972973,-80.6017264573991,3.75,-80.85948430493274,3.727272727272727,17222716648405.273,124.34282149437617,7.5016554725191575
12,67093709249401.09,74045.52306051018,301.76470588235287,244.70588235294116,4.78509009009009,-80.6017264573991,4.1247297297297285,-80.85948430493274,3.117647058823529,41017034906654.71,157.29396458894774,9.353002387219195
13,306023011541559.2,687149.2462715907,55.904761904761905,258.0952380952381,5.3954504504504515,-80.6017264573991,4.73509009009009,-80.85948430493274,1.3333333333333333,57132639100722.09,22.954941382597237,33.23423021654031
