,percent_cropland 2050,Calories 2050,Population 2050,Precipitation 2050,Temperature 2050,max_lat,max_lon,min_lat,min_lon,workability_index 2050,ΔCalories,percent_change_in_production
0,0.10405827263267432,24428472921.268696,1.3337038231684442,1075.0,45.0,-65.25,-19.83,-65.25,-19.945,1.0,24428472921.268696,inf
1,0.10405827263267432,46349119652.44685,14.226174113796738,1287.5,28.5,-64.75635135135134,-19.626300448430488,-65.0,-19.945,1.0,46349119652.44685,inf
2,0.10405827263267432,48563270848.022095,58.682968219411535,1588.0,35.5,-63.77445945945946,-19.626300448430488,-64.0,-19.945,5.0,48563270848.022095,inf
3,0.10405827263267432,23753645736.317226,12.003334408515995,1139.0,40.0,-65.08364864864865,-19.357600896860987,-65.17,-19.42,1.0,23753645736.317226,inf
4,0.10405827263267432,45643072522.4061,43.123090282446356,1390.5,36.0,-64.42905405405405,-19.357600896860987,-64.5,-19.5,1.0,45643072522.4061,inf
5,0.10405827263267432,21777085582.59216,20.450125288582807,1423.0,35.0,-64.42,-19.58,-64.47905405405406,-19.67630044843049,1.0,21777085582.59216,inf
6,0.10405827263267432,25278853474.08694,44.90136204667096,1584.0,41.0,-63.77445945945946,-19.5,-63.83,-19.5,5.0,25278853474.08694,inf
7,0.10405827263267432,23432851927.064083,11.1141985264037,1266.0,36.0,-64.75635135135134,-19.33,-64.83,-19.407600896860988,5.0,23432851927.064083,inf
8,0.10405827263267432,45322999170.65811,36.89913910766028,1400.0,28.5,-64.58,-19.088901345291482,-64.67,-19.407600896860988,3.0,45322999170.65811,inf
9,0.10405827263267432,40070819112.8163,36.01000322554799,1238.0,8.0,-65.67,-18.820201793721978,-65.78824324324324,-18.92,6.0,40070819112.8163,inf
10,0.10405827263267432,28945854078.480743,23.56210087597585,1365.0,14.0,-65.0,-18.820201793721978,-65.0,-18.92,5.0,28945854078.480743,inf
11,0.10405827263267432,24054842178.30097,10.669630585347551,1610.0,32.0,-64.0,-19.0,-64.0,-19.0,5.0,24054842178.30097,inf
12,0.10405827263267432,24480713094.10885,108.47457761770012,1122.0,17.0,-65.73824324324323,-18.83,-65.83,-18.870201793721968,5.0,24480713094.10885,inf
13,0.10405827263267432,24072787551.39444,60.905807924692276,1126.0,18.0,-65.75,-18.55150224215247,-65.78824324324324,-18.67,6.0,24072787551.39444,inf
14,0.10405827263267432,24182670379.651367,0.4445679410561481,1314.0,38.0,-64.67,-18.83,-64.67,-18.870201793721968,2.0,24182670379.651367,inf
15,0.10405827263267432,25172334513.74829,4.44567941056148,1543.0,57.0,-63.75,-18.83,-63.824459459459455,-18.870201793721968,1.0,25172334513.74829,inf
16,0.10405827263267432,69854367668.73372,64.90691939419762,1142.6666666666667,29.33333333333333,-65.25,-18.28280269058296,-65.33,-18.42,5.0,69854367668.73372,inf
17,0.10405827263267432,41601996916.678185,5.779383233729925,1497.5,34.5,-64.25,-18.28280269058296,-64.33,-18.42,5.0,41601996916.678185,inf
18,0.10405827263267432,25063959121.597042,8.002222939010666,1533.0,59.0,-63.77445945945946,-18.5,-63.83,-18.60150224215247,2.0,25063959121.597042,inf
19,0.10405827263267432,25209537388.81769,29.341484109705767,789.0,50.0,-66.0,-18.25,-66.11554054054054,-18.332802690582962,5.0,25209537388.81769,inf
20,0.10405827263267432,46200804383.88736,36.01000322554799,1249.5,26.5,-65.0,-18.014103139013454,-65.13364864864866,-18.332802690582962,1.0,46200804383.88736,inf
21,0.10405827263267432,20743173968.698997,0.0,1407.0,20.0,-64.75,-18.014103139013454,-64.80635135135135,-18.08,5.0,20743173968.698997,inf
22,0.10405827263267432,21636798287.717617,1.3337038231684442,1503.0,36.0,-64.25,-18.17,-64.25,-18.17,5.0,21636798287.717617,inf
23,0.10405827263267432,23795962548.492317,7.113087056898369,1574.0,42.0,-64.0,-18.17,-64.0,-18.17,5.0,23795962548.492317,inf
24,0.10405827263267432,23600027130.334805,30.23061999181807,862.0,42.0,-65.92,-18.0,-65.92,-18.06410313901345,4.0,23600027130.334805,inf
25,0.10405827263267432,21169090743.941708,0.0,1386.0,19.0,-64.75635135135134,-18.0,-64.83,-18.06410313901345,5.0,21169090743.941708,inf
26,0.10405827263267432,23492218603.27373,5.7793832337299245,1533.0,42.0,-64.08,-18.0,-64.15175675675677,-18.06410313901345,5.0,23492218603.27373,inf
27,0.10405827263267432,23203930663.139828,0.4445679410561481,1140.0,26.0,-65.42,-17.75,-65.46094594594595,-17.795403587443946,5.0,23203930663.139828,inf
28,0.10405827263267432,22763324070.12396,0.0,1230.0,32.0,-65.0,-17.67,-65.0,-17.67,4.0,22763324070.12396,inf
29,0.10405827263267432,23516869946.126842,4.001111469505332,1539.0,32.0,-64.10175675675676,-17.75,-64.17,-17.795403587443946,5.0,23516869946.126842,inf
30,0.10405827263267432,24784034403.45081,7.113087056898369,1412.0,62.0,-64.0,-17.67,-64.0,-17.67,4.0,24784034403.45081,inf
31,0.10405827263267432,48631429764.07636,0.0,1101.0,40.0,-65.08364864864865,-17.208004484304936,-65.33,-17.526704035874438,5.0,48631429764.07636,inf
32,0.10405827263267432,24574962138.752644,0.0,1067.0,38.0,-65.58,-16.67060538116592,-65.58,-16.75,5.0,24574962138.752644,inf
33,0.10405827263267432,21249462508.837208,0.0,1348.0,21.0,-65.0,-16.83,-65.0,-16.83,4.0,21249462508.837208,inf
34,0.10405827263267432,47249980583.96681,15.559877936965187,875.0,46.5,-66.25,-16.133206278026908,-66.44283783783784,-16.25,3.5,47249980583.96681,inf
35,0.10405827263267432,22920998347.56607,7.113087056898369,1040.0,39.0,-65.73824324324323,-16.133206278026908,-65.83,-16.17,1.0,22920998347.56607,inf
36,0.10405827263267432,24193294161.658863,2.22283970528074,1014.0,43.0,-65.75,-16.42,-65.78824324324324,-16.451905829596413,1.0,24193294161.658863,inf
37,0.10405827263267432,23859633425.22995,0.0,1147.0,37.0,-65.42,-16.33,-65.46094594594595,-16.451905829596413,1.0,23859633425.22995,inf
38,0.10405827263267432,22055784651.17005,0.0,1347.0,25.0,-64.92,-16.133206278026908,-64.92,-16.25,5.0,22055784651.17005,inf
39,0.10405827263267432,23595175382.96832,0.8891358821122961,920.0,43.0,-66.25,-16.0,-66.25,-16.0,5.0,23595175382.96832,inf
40,0.10405827263267432,23553381693.048428,7.557654997954518,1190.0,20.0,-65.73824324324323,-15.8645067264574,-65.83,-15.92,1.0,23553381693.048428,inf
41,0.15608740894901146,69623162942.98752,0.0,1184.5,36.5,-65.33,-16.0,-65.33,-16.183206278026905,1.5,69623162942.98752,inf
42,0.10405827263267432,22489042280.68391,13.78160617274059,1102.0,32.0,-65.92,-15.595807174887893,-65.92,-15.67,1.0,22489042280.68391,inf
43,0.10405827263267432,23031343427.35851,0.0,1332.0,28.0,-65.0,-15.75,-65.0,-15.75,1.0,23031343427.35851,inf
44,0.10405827263267432,22210903895.10929,12.447902349572143,1224.0,27.0,-65.58,-15.58,-65.58,-15.645807174887896,1.0,22210903895.10929,inf
45,0.10405827263267432,67160323057.89624,0.0,1282.6666666666667,28.66666666666667,-65.25,-15.5,-65.33,-15.645807174887896,1.6666666666666667,67160323057.89624,inf
46,0.10405827263267432,23203137592.77684,0.0,1390.0,25.0,-64.75635135135134,-15.5,-64.83,-15.5,1.0,23203137592.77684,inf
47,0.10405827263267432,47160919030.98612,0.0,1429.5,20.5,-64.75,-15.5,-64.80635135135135,-15.645807174887896,1.0,47160919030.98612,inf
48,0.10405827263267432,22735209274.966385,20.00555734752666,1183.0,30.0,-65.73824324324323,-15.05840807174888,-65.83,-15.17,1.0,22735209274.966385,inf
49,0.10405827263267432,27013670458.976795,1.7782717642245922,1469.0,16.0,-64.75,-15.25,-64.80635135135135,-15.25,1.0,27013670458.976795,inf
50,0.10405827263267432,24651248959.161003,13.78160617274059,1353.0,17.0,-65.58,-14.92,-65.58,-14.92,5.0,24651248959.161003,inf
51,0.10405827263267432,46109500672.75069,46.67963381089554,1295.5,35.5,-65.08364864864865,-14.789708520179374,-65.17,-15.108408071748881,1.0,46109500672.75069,inf
52,0.10405827263267432,71693036262.36435,105.36260203030709,1413.666666666667,23.0,-64.75635135135134,-14.789708520179374,-65.13364864864866,-15.108408071748881,4.0,71693036262.36435,inf
53,0.10405827263267432,76948520974.057,56.90469645518696,1392.333333333333,30.66666666666667,-64.42905405405405,-15.0,-64.67,-15.108408071748881,4.666666666666667,76948520974.057,inf
54,0.10405827263267432,23746609165.81029,8.002222939010666,1356.0,18.0,-65.67,-14.67,-65.78824324324324,-14.67,6.0,23746609165.81029,inf
55,0.13874436351023242,245295987233.57397,2177.4937752930136,1434.0,114.0,-51.92,-9.684417040358744,-52.041756756756754,-9.83,3.0,-10361936200.231392,-4.053047158115675
56,2.646053218373717,10506124821175.797,17126.09079330599,1200.0,112.28571428571428,-53.62824324324325,-9.415717488789237,-54.005540540540544,-9.58,1.2857142857142858,-9771221474445.627,-48.18787099649015
57,6.03537981269511,1769203973215.4585,653.5148733525376,1186.0,114.0,-53.58,-9.415717488789237,-53.678243243243244,-9.5,7.0,1769203973215.4585,inf
