,Calories 2050,ΔCalories,Population 2050,min_lon,min_lat,max_lon,max_lat,percent_change_in_production
0,85805329688962.06,23388900024159.17,430798.7827857571,-17.275,-14.856290322580644,-17.135,-14.671774193548385,37.47234526192125
0,20897833819762.727,5065646601336.256,60466.130230987765,-17.185,-14.990806451612903,-17.045,-14.806290322580644,31.995873541973687
0,46080559645131.28,5339676800885.855,156050.46039776487,-17.185,-14.856290322580644,-17.045,-14.671774193548385,13.106433705179455
0,12694667563383.32,325208231010.1836,55491.859538510515,-17.185,-14.721774193548386,-17.045,-14.67,2.629122439968379
0,21833212097348.6,3801745613891.0977,23079.300091988862,-17.095,-15.0,-16.955000000000002,-14.940806451612902,21.083951310221536
0,15808523789215.848,3735201177503.49,59143.985174286776,-17.095,-14.990806451612903,-16.955000000000002,-14.806290322580644,30.937640760795727
0,31823733568945.242,2483623199243.051,128723.75819692557,-17.095,-14.856290322580644,-16.955000000000002,-14.671774193548385,8.464941569571405
0,49889531778697.41,7348350837153.93,79235.78870237833,-17.095,-14.721774193548386,-16.955000000000002,-14.537258064516127,17.27349987592357
0,14637744680725.805,-2032889997230.012,12952.486962670871,-17.005,-15.25983870967742,-16.865000000000002,-15.07532258064516,-12.194436723625024
0,24443698212609.13,-2546995475154.66,39719.03355777943,-17.005,-15.125322580645161,-16.865000000000002,-14.940806451612902,-9.436569154609531
0,22004651485003.73,3966176954716.293,47655.01587357273,-17.005,-14.990806451612903,-16.865000000000002,-14.806290322580644,21.987319094288704
0,39327804771102.39,-4729818167826.578,96068.0200866462,-17.005,-14.856290322580644,-16.865000000000002,-14.671774193548385,-10.7355273669278
0,46302959334624.75,3519412857583.3086,58478.02239858466,-17.005,-14.721774193548386,-16.865000000000002,-14.537258064516127,8.2260895773844
0,24996972004236.12,2119952522576.9453,31974.66002458133,-17.005,-14.587258064516128,-16.865000000000002,-14.402741935483869,9.266733912940639
0,26494381042005.68,4156515111638.2334,26616.282631031583,-17.005,-14.45274193548387,-16.865000000000002,-14.42,18.607485265580426
0,14012841148178.848,-1855734371232.2148,14535.593400771817,-16.915,-15.25,-16.775000000000002,-15.209838709677419,-11.694397956276593
0,11592661988241.096,166036471626.92188,16444.12357172586,-16.915,-15.25983870967742,-16.775000000000002,-15.07532258064516,1.4530665364460127
0,27464566312711.723,-3181828529532.8203,41529.75878170113,-16.915,-15.125322580645161,-16.775000000000002,-14.940806451612902,-10.382390966087884
0,19497776376073.92,-11564002761.277344,34949.70868612908,-16.915,-14.990806451612903,-16.775000000000002,-14.806290322580644,-0.059274186296032205
0,41416329905125.16,-5061916050790.34,68096.69437127547,-16.915,-14.856290322580644,-16.775000000000002,-14.671774193548385,-10.890936064135381
0,53915215328172.98,8988021104828.523,42219.728226220264,-16.915,-14.721774193548386,-16.775000000000002,-14.537258064516127,20.00574765507679
0,25588150306005.25,3544323328341.6016,20192.27588277025,-16.915,-14.587258064516128,-16.775000000000002,-14.402741935483869,16.078529975457336
0,49691005776605.164,7531905777410.27,39171.32585439826,-16.915,-14.45274193548387,-16.775000000000002,-14.268225806451612,17.865433032379975
0,18338389675561.605,2371887556991.3145,16155.154410039362,-16.915,-14.318225806451613,-16.775000000000002,-14.133709677419354,14.855398755326776
0,15222203681880.564,998827111242.6659,7240.233488040427,-16.825,-15.528870967741934,-16.685000000000002,-15.344354838709675,7.022433149274843
0,30196477970503.367,-3019650360879.041,22804.112536475113,-16.825,-15.394354838709676,-16.685000000000002,-15.209838709677419,-9.090916107841773
0,12427670669043.85,-1100634889966.9316,17172.770427116888,-16.825,-15.25983870967742,-16.685000000000002,-15.07532258064516,-8.13579265463762
0,31589527351399.203,-2895198489017.16,43650.79242848,-16.825,-15.125322580645161,-16.685000000000002,-14.940806451612902,-8.395596654632431
0,19878076859821.984,-3323410090555.184,28746.652204572638,-16.825,-14.990806451612903,-16.685000000000002,-14.806290322580644,-14.324125422061185
0,41813354246021.61,-2606946288829.8047,59484.07964919472,-16.825,-14.856290322580644,-16.685000000000002,-14.671774193548385,-5.868817314246755
0,51400603248952.57,6600542647040.168,43572.99303879519,-16.825,-14.721774193548386,-16.685000000000002,-14.537258064516127,14.733334192763126
